age,workclass,education,marital.status,occupation,race,sex,hours.per.week,income
39,Private,Bachelors,Married,Sales,White,Male,60,1
55,Local-gov,Some-college,Married,Prof-specialty,White,Male,40,1
17,Private,11th,Never-married,Sales,White,Male,15,0
46,Private,Bachelors,Married,Sales,White,Male,55,1
50,Private,HS-grad,Divorced,Sales,White,Female,65,0
32,Private,Bachelors,Never-married,Protective-serv,Black,Male,30,0
18,Private,HS-grad,Never-married,Other-service,White,Female,40,0
34,Private,HS-grad,Separated,Other-service,Black,Male,40,0
50,Private,Bachelors,Divorced,Prof-specialty,White,Male,45,1
32,Private,11th,Married,Exec-managerial,White,Male,55,0
23,Local-gov,Bachelors,Never-married,Prof-specialty,Black,Female,40,0
26,Private,Bachelors,Never-married,Prof-specialty,White,Male,50,0
46,Private,Assoc,Divorced,Prof-specialty,White,Female,50,0
43,Self-emp-inc,Some-college,Married,Sales,White,Male,55,0
32,Private,HS-grad,Married,Transport-moving,White,Male,60,1
37,State-gov,Assoc,Divorced,Prof-specialty,White,Female,38,0
48,Private,Some-college,Married,Transport-moving,White,Male,45,1
43,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,0
51,Local-gov,10th,Widowed,Other-service,White,Female,24,0
30,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,50,0
34,State-gov,Masters,Married,Prof-specialty,White,Male,50,1
34,Private,HS-grad,Married,Craft-repair,Amer-Indian-Eskimo,Male,40,0
41,Private,Bachelors,Married,Exec-managerial,White,Male,60,1
53,Private,10th,Divorced,Adm-clerical,White,Female,48,0
42,Private,Preschool,Married,Craft-repair,White,Male,40,0
18,Private,HS-grad,Never-married,Other-service,White,Female,30,0
81,Private,Bachelors,Widowed,Sales,White,Male,50,1
40,Private,Assoc,Married-civ-spouse,Prof-specialty,White,Male,40,0
26,Private,Bachelors,Never-married,Tech-support,White,Female,35,0
20,Private,Some-college,Never-married,Tech-support,White,Female,15,0
41,Private,HS-grad,Never-married,Sales,White,Female,50,0
49,State-gov,Masters,Married,Prof-specialty,White,Male,45,1
22,Private,Some-college,Never-married,Other-service,White,Female,20,0
46,Private,Bachelors,Divorced,Prof-specialty,White,Male,45,1
35,Private,HS-grad,Married,Exec-managerial,White,Female,40,1
34,Private,Bachelors,Separated,Exec-managerial,White,Female,35,0
29,Local-gov,Masters,Married,Prof-specialty,White,Female,40,1
35,Private,Bachelors,Never-married,Other-service,White,Male,37,0
29,Private,Some-college,Married,Exec-managerial,White,Male,40,0
21,Private,Some-college,Never-married,Adm-clerical,White,Female,30,0
52,Self-emp-not-inc,Some-college,Married,Exec-managerial,White,Male,95,1
45,Private,HS-grad,Married,Craft-repair,White,Male,40,0
43,Private,HS-grad,Married,Craft-repair,Black,Male,40,0
35,Private,10th,Never-married,Other-service,White,Male,40,0
30,Private,HS-grad,Married,Adm-clerical,White,Male,40,0
45,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,40,0
29,Private,Some-college,Never-married,Other-service,White,Female,20,0
29,State-gov,10th,Never-married,Other-service,Black,Female,40,0
33,Private,Bachelors,Never-married,Exec-managerial,White,Female,40,0
17,Private,10th,Never-married,Other-service,Black,Male,15,0
52,Private,HS-grad,Divorced,Sales,White,Female,25,0
24,Private,Some-college,Separated,Adm-clerical,White,Female,35,0
32,State-gov,HS-grad,Married,Transport-moving,White,Male,40,1
33,Private,Bachelors,Never-married,Sales,White,Female,40,0
30,Private,7th-8th,Never-married,Craft-repair,White,Male,38,0
28,Private,HS-grad,Never-married,Adm-clerical,White,Male,40,0
62,Without-pay,Assoc,Married-civ-spouse,Farming-fishing,White,Male,50,0
32,Private,Assoc,Never-married,Tech-support,White,Female,64,0
26,Private,HS-grad,Married,Craft-repair,White,Male,40,1
57,Federal-gov,Some-college,Married,Adm-clerical,White,Male,40,1
35,Self-emp-not-inc,Bachelors,Married,Exec-managerial,White,Male,50,1
19,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,16,0
49,Private,Bachelors,Never-married,Exec-managerial,White,Male,45,1
38,Private,11th,Married,Adm-clerical,White,Female,32,0
30,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,40,0
32,Private,11th,Married,Handlers-cleaners,White,Male,40,0
32,Private,HS-grad,Married,Exec-managerial,White,Female,50,1
46,Private,Assoc,Never-married,Exec-managerial,White,Female,40,0
22,Private,HS-grad,Never-married,Farming-fishing,White,Male,50,0
47,Local-gov,Some-college,Married,Protective-serv,White,Male,50,0
57,Self-emp-not-inc,Some-college,Married,Sales,White,Female,25,1
47,Private,Some-college,Divorced,Adm-clerical,Black,Female,40,0
41,Private,Bachelors,Married,Prof-specialty,White,Male,56,1
36,Local-gov,HS-grad,Married,Transport-moving,White,Male,40,0
32,Private,Bachelors,Married,Farming-fishing,White,Male,60,0
37,Private,11th,Married,Other-service,White,Male,40,0
36,Self-emp-inc,HS-grad,Married,Farming-fishing,White,Male,45,0
17,Private,10th,Never-married,Other-service,White,Male,15,0
23,Private,Some-college,Never-married,Adm-clerical,White,Female,15,0
37,Self-emp-not-inc,HS-grad,Married,Other-service,White,Male,42,0
35,Federal-gov,Some-college,Never-married,Handlers-cleaners,White,Female,40,0
56,Self-emp-not-inc,HS-grad,Divorced,Other-service,White,Male,50,0
52,Private,Bachelors,Married,Craft-repair,Asian-Pac-Islander,Male,40,0
37,Local-gov,Bachelors,Married,Tech-support,White,Male,45,1
48,State-gov,Doctorate,Married,Prof-specialty,White,Male,65,1
24,Private,HS-grad,Divorced,Other-service,White,Female,40,0
33,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,40,0
39,Private,Assoc,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,40,0
34,Private,HS-grad,Divorced,Adm-clerical,Black,Male,42,0
23,Private,Some-college,Never-married,Exec-managerial,Other,Male,24,0
18,Private,HS-grad,Never-married,Other-service,White,Male,25,0
20,Private,12th,Never-married,Machine-op-inspct,White,Male,40,0
54,Private,Masters,Married,Sales,White,Male,55,1
19,Private,Some-college,Never-married,Adm-clerical,White,Male,40,0
53,Private,HS-grad,Married,Craft-repair,White,Male,46,1
28,Private,HS-grad,Never-married,Craft-repair,White,Male,40,0
35,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,0
20,Private,Some-college,Never-married,Sales,White,Female,20,0
31,Private,Some-college,Divorced,Adm-clerical,White,Female,50,0
37,Private,Doctorate,Separated,Prof-specialty,White,Female,40,0
64,Private,12th,Married,Craft-repair,White,Male,40,0
42,Private,Some-college,Married,Tech-support,White,Male,40,1
27,Private,Some-college,Divorced,Sales,White,Male,50,0
36,Self-emp-not-inc,Some-college,Never-married,Other-service,White,Female,50,0
36,Private,Some-college,Married,Craft-repair,White,Male,40,1
23,Private,HS-grad,Never-married,Handlers-cleaners,Black,Male,40,0
24,Private,11th,Never-married,Craft-repair,Black,Male,35,0
22,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,0
62,Private,Bachelors,Married,Exec-managerial,White,Male,40,1
19,Private,HS-grad,Never-married,Other-service,White,Male,40,0
20,Private,HS-grad,Never-married,Other-service,White,Male,30,0
57,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,0
19,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,35,0
37,Local-gov,Masters,Married,Prof-specialty,White,Female,45,1
35,Self-emp-inc,HS-grad,Married,Sales,White,Male,65,1
17,Private,12th,Never-married,Sales,White,Female,20,0
36,Local-gov,Some-college,Divorced,Adm-clerical,White,Female,35,0
50,Private,Some-college,Married,Transport-moving,White,Male,40,1
27,State-gov,Doctorate,Never-married,Prof-specialty,White,Male,77,0
25,Private,HS-grad,Separated,Craft-repair,Black,Male,40,0
47,Self-emp-inc,Assoc,Widowed,Exec-managerial,White,Female,67,0
29,State-gov,Masters,Married,Prof-specialty,White,Female,45,1
19,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,0
49,Private,Some-college,Married,Transport-moving,White,Male,40,0
31,Private,Prof-school,Married,Prof-specialty,White,Male,25,1
43,Federal-gov,Assoc,Married-civ-spouse,Prof-specialty,Black,Female,40,0
56,Self-emp-not-inc,11th,Married,Craft-repair,White,Male,40,0
42,Private,HS-grad,Divorced,Craft-repair,White,Female,40,0
45,Federal-gov,Some-college,Married,Prof-specialty,White,Male,56,1
40,Private,Bachelors,Widowed,Exec-managerial,White,Female,40,0
44,Private,Some-college,Divorced,Adm-clerical,White,Female,38,0
36,Private,HS-grad,Divorced,Adm-clerical,White,Female,40,0
19,Private,Some-college,Never-married,Sales,White,Female,20,0
53,Local-gov,HS-grad,Married,Adm-clerical,White,Female,40,1
72,Self-emp-not-inc,Some-college,Married,Craft-repair,White,Male,35,0
46,Private,Assoc,Married-civ-spouse,Transport-moving,Amer-Indian-Eskimo,Male,60,0
33,Private,Some-college,Separated,Prof-specialty,White,Female,37,0
22,Private,9th,Never-married,Handlers-cleaners,Asian-Pac-Islander,Male,40,0
46,Private,9th,Married,Machine-op-inspct,White,Male,43,0
33,Private,HS-grad,Never-married,Sales,White,Female,20,0
32,Private,Preschool,Married,Machine-op-inspct,White,Male,40,0
52,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,White,Male,40,0
27,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,0
48,State-gov,HS-grad,Married,Protective-serv,White,Male,72,1
22,Private,Some-college,Never-married,Adm-clerical,White,Female,35,0
25,Private,HS-grad,Divorced,Other-service,White,Male,50,0
38,Private,Assoc,Married-civ-spouse,Sales,White,Male,40,0
37,Private,HS-grad,Married,Transport-moving,White,Male,50,0
49,Private,Some-college,Divorced,Adm-clerical,White,Female,40,0
40,Self-emp-not-inc,Bachelors,Married,Craft-repair,White,Male,30,0
31,Private,Some-college,Never-married,Adm-clerical,Black,Female,40,0
40,Self-emp-not-inc,HS-grad,Married,Other-service,White,Male,45,0
25,Private,HS-grad,Divorced,Sales,White,Female,37,0
19,Private,12th,Never-married,Farming-fishing,White,Female,30,0
35,Self-emp-inc,HS-grad,Never-married,Transport-moving,White,Male,60,0
28,Private,HS-grad,Divorced,Adm-clerical,White,Female,50,0
33,Private,Some-college,Married,Transport-moving,White,Male,41,0
20,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,40,0
45,Self-emp-not-inc,Bachelors,Never-married,Sales,White,Female,35,0
36,Private,Bachelors,Married,Exec-managerial,White,Male,50,1
34,Private,Some-college,Married,Exec-managerial,White,Male,45,0
32,Private,Some-college,Never-married,Adm-clerical,White,Female,40,0
19,Private,Some-college,Never-married,Transport-moving,White,Male,25,0
24,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,0
34,Private,Some-college,Married,Machine-op-inspct,White,Male,40,1
32,Private,HS-grad,Never-married,Adm-clerical,White,Female,35,0
37,Private,HS-grad,Married,Craft-repair,White,Male,45,1
31,Private,Some-college,Separated,Sales,White,Female,40,0
21,Private,Some-college,Never-married,Other-service,White,Female,35,0
47,Private,HS-grad,Married,Transport-moving,White,Male,85,1
23,Private,Some-college,Married,Craft-repair,White,Male,40,0
33,Private,Masters,Married,Exec-managerial,White,Male,40,1
17,Private,HS-grad,Never-married,Adm-clerical,White,Male,20,0
67,Private,HS-grad,Married,Handlers-cleaners,White,Male,24,0
57,Private,Masters,Married,Prof-specialty,White,Male,55,1
17,Private,11th,Never-married,Handlers-cleaners,White,Male,20,0
53,Private,HS-grad,Married,Craft-repair,White,Male,40,0
24,State-gov,HS-grad,Married,Transport-moving,White,Male,49,1
48,Self-emp-not-inc,Some-college,Married,Transport-moving,White,Male,40,0
38,Private,HS-grad,Separated,Protective-serv,Black,Male,40,0
51,Private,HS-grad,Married,Prof-specialty,White,Male,46,1
18,Private,HS-grad,Never-married,Tech-support,White,Female,10,0
23,Private,Some-college,Separated,Sales,White,Female,40,0
42,Private,Some-college,Married,Craft-repair,White,Male,60,1
39,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,40,0
39,Private,Some-college,Never-married,Other-service,Black,Female,40,0
21,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,White,Male,40,0
26,Private,7th-8th,Never-married,Craft-repair,White,Male,40,0
54,Federal-gov,Some-college,Married,Craft-repair,White,Male,40,0
34,Private,Some-college,Divorced,Sales,White,Female,40,0
32,State-gov,HS-grad,Never-married,Transport-moving,White,Male,40,0
59,Self-emp-not-inc,7th-8th,Married,Transport-moving,White,Male,40,0
54,Private,Bachelors,Widowed,Sales,White,Female,40,0
54,Private,Bachelors,Married,Exec-managerial,White,Male,40,0
33,Private,HS-grad,Married,Prof-specialty,White,Male,60,0
37,Private,HS-grad,Married,Adm-clerical,White,Female,40,0
47,Private,Bachelors,Divorced,Other-service,White,Female,25,0
51,Private,HS-grad,Divorced,Other-service,White,Female,40,0
45,Private,HS-grad,Married,Transport-moving,White,Male,40,0
19,Private,HS-grad,Never-married,Other-service,White,Female,30,0
58,Self-emp-inc,Doctorate,Married,Prof-specialty,White,Male,24,1
51,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,0
45,Self-emp-not-inc,Masters,Never-married,Prof-specialty,White,Female,60,0
59,Private,HS-grad,Divorced,Other-service,Black,Female,40,0
45,Self-emp-not-inc,Bachelors,Married,Prof-specialty,White,Male,40,1
29,Local-gov,Bachelors,Never-married,Prof-specialty,Black,Female,42,0
28,Private,11th,Never-married,Other-service,Black,Female,40,0
18,Self-emp-not-inc,11th,Never-married,Sales,White,Female,40,0
49,Private,Bachelors,Divorced,Prof-specialty,White,Female,50,0
46,Private,HS-grad,Divorced,Craft-repair,White,Male,30,0
56,Private,Bachelors,Never-married,Prof-specialty,White,Female,45,0
41,Private,Assoc,Divorced,Exec-managerial,Black,Female,50,0
30,Private,HS-grad,Married,Exec-managerial,White,Male,40,0
62,Private,HS-grad,Widowed,Craft-repair,Black,Female,40,0
19,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,40,0
29,Private,HS-grad,Married,Adm-clerical,Black,Female,40,0
36,Private,7th-8th,Married,Farming-fishing,White,Male,35,0
36,Private,HS-grad,Never-married,Other-service,White,Male,40,0
29,Self-emp-not-inc,HS-grad,Married,Craft-repair,White,Male,40,0
17,Private,10th,Never-married,Handlers-cleaners,White,Male,20,0
18,Private,HS-grad,Never-married,Adm-clerical,White,Female,20,0
40,Self-emp-inc,Bachelors,Never-married,Prof-specialty,White,Male,40,0
26,Self-emp-inc,Bachelors,Never-married,Adm-clerical,White,Female,40,0
42,Self-emp-not-inc,Some-college,Married,Craft-repair,White,Male,45,0
32,Private,HS-grad,Divorced,Craft-repair,White,Male,40,0
33,Private,9th,Married,Transport-moving,White,Male,40,0
47,Private,HS-grad,Married,Craft-repair,White,Male,40,0
37,Private,Some-college,Never-married,Tech-support,Black,Female,40,0
37,Private,HS-grad,Married,Other-service,White,Male,30,0
50,Private,Some-college,Married,Adm-clerical,White,Female,35,1
19,Private,HS-grad,Never-married,Sales,White,Male,50,0
32,Local-gov,Some-college,Married,Other-service,White,Male,40,0
44,Local-gov,Assoc,Divorced,Tech-support,Asian-Pac-Islander,Male,40,0
20,Private,Some-college,Never-married,Other-service,White,Female,16,0
29,Private,Some-college,Never-married,Tech-support,White,Female,40,0
34,Private,Assoc,Never-married,Prof-specialty,White,Female,40,0
44,Local-gov,Bachelors,Married,Exec-managerial,White,Male,52,0
18,Private,11th,Never-married,Other-service,White,Female,20,0
22,Private,Some-college,Never-married,Tech-support,White,Female,40,0
39,State-gov,Doctorate,Divorced,Prof-specialty,White,Female,40,1
26,Local-gov,Some-college,Never-married,Protective-serv,White,Male,40,0
21,Private,Some-college,Never-married,Other-service,White,Male,40,0
49,Local-gov,Bachelors,Married,Prof-specialty,White,Male,50,0
24,Private,Assoc,Never-married,Machine-op-inspct,White,Male,20,0
25,Private,Some-college,Never-married,Protective-serv,White,Male,60,0
30,Private,Assoc,Married-civ-spouse,Prof-specialty,White,Male,40,0
52,Private,Bachelors,Married,Prof-specialty,White,Male,38,1
30,Private,HS-grad,Married,Craft-repair,White,Male,40,0
20,Private,HS-grad,Never-married,Adm-clerical,White,Male,40,0
31,Private,HS-grad,Divorced,Handlers-cleaners,White,Male,40,0
44,Private,Bachelors,Married,Exec-managerial,White,Male,40,1
46,Self-emp-inc,Some-college,Married,Sales,White,Male,60,1
31,Private,HS-grad,Never-married,Farming-fishing,White,Female,40,0
57,Private,7th-8th,Widowed,Other-service,White,Female,10,0
58,Private,HS-grad,Married,Craft-repair,White,Male,40,0
41,Private,HS-grad,Married,Craft-repair,White,Male,40,0
23,Private,HS-grad,Never-married,Adm-clerical,White,Female,40,0
47,Private,HS-grad,Divorced,Other-service,White,Female,40,0
45,Federal-gov,Some-college,Never-married,Adm-clerical,White,Male,40,0
23,Private,Some-college,Never-married,Handlers-cleaners,White,Male,40,0
20,Local-gov,HS-grad,Never-married,Other-service,Black,Female,40,0
18,Private,11th,Never-married,Other-service,White,Male,15,0
27,Private,Bachelors,Never-married,Exec-managerial,White,Female,40,0
25,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,35,0
45,Private,HS-grad,Never-married,Priv-house-serv,Black,Female,30,0
53,Private,Some-college,Never-married,Exec-managerial,Black,Female,40,0
54,Private,Some-college,Married,Craft-repair,White,Male,45,1
23,Private,9th,Never-married,Machine-op-inspct,White,Male,35,0
17,Private,10th,Never-married,Other-service,White,Male,18,0
42,Private,HS-grad,Married,Craft-repair,White,Male,40,0
61,Private,12th,Married,Prof-specialty,White,Male,40,0
21,State-gov,Some-college,Never-married,Craft-repair,White,Male,35,0
44,Private,Some-college,Married,Sales,White,Male,40,1
48,Private,Assoc,Divorced,Other-service,White,Male,44,0
46,Private,Prof-school,Divorced,Farming-fishing,White,Male,48,0
37,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,White,Male,86,0
35,Private,HS-grad,Never-married,Exec-managerial,White,Female,54,0
27,Local-gov,Bachelors,Never-married,Transport-moving,White,Female,40,0
28,Private,Some-college,Never-married,Sales,Other,Male,40,0
19,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,10,0
63,Self-emp-not-inc,Bachelors,Married,Sales,White,Male,50,1
36,State-gov,Assoc,Married-spouse-absent,Protective-serv,White,Female,40,0
20,Private,12th,Never-married,Other-service,White,Male,35,0
28,State-gov,Bachelors,Married,Protective-serv,White,Male,50,0
58,Private,HS-grad,Married,Sales,White,Female,38,0
48,Private,HS-grad,Married,Sales,White,Male,40,0
39,Private,Some-college,Divorced,Exec-managerial,White,Female,56,0
50,Local-gov,Assoc,Divorced,Prof-specialty,White,Female,40,0
35,Private,Bachelors,Never-married,Prof-specialty,White,Female,40,0
45,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,White,Male,50,0
38,Self-emp-inc,Some-college,Married,Craft-repair,White,Male,38,0
54,Private,Assoc,Divorced,Exec-managerial,White,Female,55,1
42,Private,Bachelors,Never-married,Prof-specialty,White,Female,12,0
63,Private,Some-college,Married,Sales,White,Male,30,0
21,Private,9th,Never-married,Machine-op-inspct,White,Male,48,0
46,Local-gov,Bachelors,Married,Protective-serv,White,Male,40,1
43,Private,Some-college,Never-married,Adm-clerical,Black,Female,40,0
35,Self-emp-not-inc,HS-grad,Married,Exec-managerial,White,Male,60,0
37,Private,9th,Married,Transport-moving,White,Male,40,0
51,Private,HS-grad,Never-married,Craft-repair,White,Female,45,0
45,Private,Bachelors,Married,Exec-managerial,White,Male,72,1
61,Private,9th,Widowed,Exec-managerial,Black,Male,65,0
21,Private,HS-grad,Never-married,Sales,White,Female,40,0
45,Private,HS-grad,Married,Transport-moving,White,Male,40,0
38,Private,Bachelors,Married,Exec-managerial,White,Male,50,1
28,Private,Bachelors,Married,Prof-specialty,White,Female,40,1
40,Local-gov,Bachelors,Married,Prof-specialty,White,Male,35,0
32,Private,HS-grad,Never-married,Machine-op-inspct,Black,Female,40,0
55,Local-gov,Some-college,Married,Adm-clerical,Black,Female,35,0
64,Private,HS-grad,Widowed,Prof-specialty,White,Female,23,0
34,Private,HS-grad,Separated,Adm-clerical,White,Male,40,0
58,Private,Some-college,Divorced,Other-service,Black,Female,40,0
44,Private,Assoc,Married-civ-spouse,Exec-managerial,White,Male,40,0
31,Private,Some-college,Separated,Other-service,Black,Female,40,0
31,Federal-gov,HS-grad,Never-married,Machine-op-inspct,White,Female,40,0
39,Private,Some-college,Married,Sales,White,Female,45,1
19,Private,12th,Never-married,Sales,White,Female,18,0
56,Private,HS-grad,Divorced,Other-service,White,Female,40,0
53,Local-gov,9th,Married,Exec-managerial,White,Male,40,0
62,Private,Some-college,Married,Sales,White,Male,40,1
62,State-gov,HS-grad,Married,Other-service,White,Male,40,0
39,Private,HS-grad,Divorced,Other-service,White,Female,40,0
45,Federal-gov,Assoc,Never-married,Exec-managerial,White,Male,40,0
29,Private,Some-college,Married,Adm-clerical,Black,Male,50,0
33,Private,Some-college,Married,Other-service,White,Male,40,0
29,Private,HS-grad,Never-married,Machine-op-inspct,White,Female,40,0
18,Private,Some-college,Never-married,Sales,White,Female,35,0
22,Private,HS-grad,Never-married,Farming-fishing,White,Male,40,0
44,Private,Bachelors,Married,Machine-op-inspct,White,Male,40,1
48,Private,Some-college,Divorced,Prof-specialty,White,Female,20,0
52,Federal-gov,HS-grad,Divorced,Adm-clerical,White,Male,45,0
25,Private,Bachelors,Never-married,Adm-clerical,White,Female,40,0
37,Private,HS-grad,Never-married,Craft-repair,White,Male,40,0
55,Private,10th,Married,Transport-moving,Black,Male,45,0
67,Private,HS-grad,Never-married,Adm-clerical,White,Female,38,0
36,Private,Some-college,Divorced,Adm-clerical,White,Male,45,0
47,Private,HS-grad,Separated,Sales,White,Female,52,0
25,Private,Bachelors,Never-married,Sales,White,Female,16,0
19,Private,9th,Never-married,Farming-fishing,White,Male,16,0
24,Private,7th-8th,Separated,Machine-op-inspct,White,Male,40,0
30,Self-emp-not-inc,Some-college,Never-married,Sales,White,Male,25,0
17,Private,11th,Never-married,Adm-clerical,White,Male,16,0
28,Private,Bachelors,Never-married,Adm-clerical,White,Male,40,0
35,Private,Some-college,Married,Sales,White,Male,46,0
24,Local-gov,Some-college,Married,Protective-serv,Black,Male,40,0
43,Private,HS-grad,Married,Adm-clerical,White,Female,35,1
55,Private,Masters,Divorced,Exec-managerial,White,Male,40,1
22,Private,Some-college,Never-married,Adm-clerical,Black,Female,35,0
20,Private,Some-college,Never-married,Other-service,White,Male,50,0
44,Private,HS-grad,Divorced,Other-service,White,Female,40,0
38,Private,Assoc,Never-married,Craft-repair,White,Male,40,0
53,Private,9th,Widowed,Sales,Black,Female,25,0
23,Private,HS-grad,Never-married,Exec-managerial,White,Male,40,0
53,Private,1st-4th,Married,Transport-moving,White,Male,50,0
41,Self-emp-inc,HS-grad,Married,Sales,White,Male,62,0
31,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,0
50,Private,HS-grad,Widowed,Prof-specialty,Black,Female,40,0
57,Private,9th,Married,Sales,Black,Male,55,1
25,Private,11th,Married,Tech-support,White,Male,40,0
23,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,0
48,Private,Bachelors,Never-married,Exec-managerial,White,Male,50,0
34,Private,Some-college,Divorced,Sales,White,Female,60,0
43,Self-emp-inc,Bachelors,Married,Sales,Asian-Pac-Islander,Male,45,0
35,Private,10th,Married,Craft-repair,White,Male,40,0
33,Private,Bachelors,Never-married,Sales,White,Female,40,0
57,State-gov,Some-college,Divorced,Craft-repair,White,Female,40,0
43,Private,Assoc,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,40,0
54,Private,Some-college,Divorced,Transport-moving,White,Male,55,0
28,Private,Some-college,Divorced,Adm-clerical,White,Female,40,0
32,Private,HS-grad,Married,Craft-repair,White,Male,40,0
49,Private,HS-grad,Married,Sales,White,Male,50,1
52,Private,HS-grad,Married,Craft-repair,White,Male,40,0
41,Private,10th,Married,Transport-moving,White,Male,60,0
19,Private,HS-grad,Never-married,Farming-fishing,White,Male,40,0
33,Private,HS-grad,Divorced,Craft-repair,White,Female,42,0
25,Private,Bachelors,Married,Prof-specialty,White,Female,32,0
44,Private,11th,Divorced,Sales,White,Female,44,0
20,Private,Some-college,Never-married,Prof-specialty,White,Male,40,0
46,Private,10th,Married,Other-service,Asian-Pac-Islander,Male,37,0
39,Private,HS-grad,Married,Sales,White,Male,50,0
34,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,40,0
19,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,35,0
53,Private,9th,Married,Transport-moving,White,Male,40,0
46,Private,Assoc,Divorced,Machine-op-inspct,White,Male,40,0
39,Private,Some-college,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,40,0
30,Private,HS-grad,Married,Handlers-cleaners,White,Male,40,0
53,Private,Masters,Married,Exec-managerial,White,Male,45,1
33,Private,9th,Married,Handlers-cleaners,White,Male,40,0
22,Private,Some-college,Married,Exec-managerial,White,Female,40,0
44,Private,Some-college,Divorced,Other-service,Black,Female,35,0
30,Private,Some-college,Divorced,Sales,Amer-Indian-Eskimo,Female,40,0
66,Private,Some-college,Divorced,Adm-clerical,White,Female,20,0
39,Private,Bachelors,Married,Craft-repair,White,Male,40,0
37,Private,HS-grad,Married,Prof-specialty,White,Male,50,1
34,Private,HS-grad,Married,Handlers-cleaners,White,Female,40,0
17,Private,11th,Never-married,Craft-repair,White,Male,20,0
43,Private,Bachelors,Never-married,Sales,White,Male,60,1
46,Private,Bachelors,Married,Prof-specialty,White,Male,50,1
17,Private,11th,Never-married,Other-service,White,Male,20,0
42,Private,Assoc,Married-civ-spouse,Sales,White,Male,40,0
30,Private,9th,Married,Craft-repair,Other,Male,40,0
33,Private,HS-grad,Married,Transport-moving,White,Male,40,0
43,Private,Some-college,Married,Sales,Amer-Indian-Eskimo,Male,40,0
20,Private,9th,Never-married,Exec-managerial,White,Female,40,0
30,Private,Some-college,Never-married,Farming-fishing,Black,Male,72,0
37,Private,HS-grad,Married,Transport-moving,White,Male,45,0
49,Self-emp-not-inc,Bachelors,Married,Prof-specialty,White,Male,40,1
65,Private,HS-grad,Widowed,Other-service,White,Female,17,0
35,Private,Prof-school,Married,Prof-specialty,White,Male,55,1
27,Private,Bachelors,Married,Craft-repair,White,Male,40,0
18,Private,12th,Never-married,Sales,White,Female,20,0
41,Local-gov,Masters,Married,Prof-specialty,White,Male,50,0
45,Private,HS-grad,Married,Machine-op-inspct,White,Male,40,0
33,Private,Some-college,Separated,Other-service,White,Female,38,0
47,Private,HS-grad,Divorced,Prof-specialty,Amer-Indian-Eskimo,Female,40,0
30,Private,Assoc,Married-civ-spouse,Adm-clerical,Black,Female,20,0
36,Private,Assoc,Married-civ-spouse,Prof-specialty,White,Male,40,0
21,Private,HS-grad,Never-married,Sales,White,Male,30,0
44,Private,Bachelors,Never-married,Prof-specialty,White,Male,40,0
33,Private,HS-grad,Married,Sales,White,Male,20,0
29,Private,Some-college,Married,Craft-repair,White,Male,40,0
45,Private,Some-college,Married,Craft-repair,White,Male,40,1
27,Private,Bachelors,Never-married,Prof-specialty,White,Female,40,0
21,Private,Some-college,Married,Machine-op-inspct,White,Male,20,0
49,Self-emp-inc,Some-college,Married,Craft-repair,White,Male,45,1
35,Private,Some-college,Married,Exec-managerial,White,Male,50,0
37,Local-gov,Some-college,Married,Transport-moving,White,Male,40,0
37,Private,Assoc,Married-civ-spouse,Prof-specialty,White,Male,48,1
26,Private,HS-grad,Divorced,Craft-repair,White,Male,40,0
55,Federal-gov,Some-college,Married,Craft-repair,White,Male,45,0
59,Private,HS-grad,Separated,Craft-repair,Amer-Indian-Eskimo,Female,40,0
70,Private,HS-grad,Widowed,Adm-clerical,White,Female,5,0
53,Federal-gov,HS-grad,Married,Tech-support,White,Male,40,1
39,Private,HS-grad,Divorced,Prof-specialty,White,Female,40,0
38,Private,9th,Married,Handlers-cleaners,White,Male,40,0
