age,workclass,education,marital.status,occupation,race,sex,capital.gain,capital.loss,hours.per.week,income
60,Private,Some-college,Married,Handlers-cleaners,White,Male,0,0,40,0
34,Private,HS-grad,Married,Sales,White,Male,0,0,40,1
60,Private,HS-grad,Widowed,Handlers-cleaners,White,Female,0,0,40,0
38,Private,11th,Divorced,Sales,White,Female,0,0,40,0
29,Private,Assoc,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,0
49,Private,Bachelors,Divorced,Exec-managerial,White,Female,0,0,40,0
37,Private,5th-6th,Separated,Other-service,White,Female,0,0,40,0
43,Private,Some-college,Married,Sales,White,Male,0,0,38,1
19,Private,9th,Never-married,Craft-repair,White,Male,0,0,60,0
29,Private,Some-college,Married,Transport-moving,White,Male,0,0,35,0
40,Self-emp-not-inc,HS-grad,Married,Craft-repair,White,Male,0,0,15,0
53,Private,7th-8th,Married,Exec-managerial,White,Male,0,0,40,1
27,Private,Bachelors,Married,Sales,White,Male,0,0,55,0
29,Private,Assoc,Divorced,Craft-repair,White,Female,0,0,38,0
25,Private,5th-6th,Married,Machine-op-inspct,Other,Male,0,0,40,0
38,Private,HS-grad,Married,Sales,White,Male,0,0,55,0
48,Self-emp-inc,Bachelors,Married,Exec-managerial,White,Male,0,0,50,1
18,Private,Some-college,Never-married,Other-service,White,Female,0,0,12,0
37,Private,HS-grad,Married,Adm-clerical,White,Female,0,0,40,1
48,Private,Bachelors,Widowed,Other-service,White,Female,0,0,20,0
50,Private,Some-college,Never-married,Other-service,White,Male,0,0,32,0
24,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,30,0
34,Private,Some-college,Married,Tech-support,Black,Male,0,0,40,1
19,Private,Some-college,Never-married,Sales,White,Male,0,0,40,0
39,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,0,0,40,0
40,Private,Some-college,Divorced,Other-service,White,Female,0,0,40,0
30,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,40,0
27,Private,HS-grad,Never-married,Adm-clerical,White,Male,0,0,40,0
46,Private,Some-college,Married,Adm-clerical,White,Male,0,0,40,1
24,Local-gov,Bachelors,Never-married,Prof-specialty,White,Female,0,0,50,0
18,Private,12th,Never-married,Other-service,White,Male,0,0,20,0
50,Self-emp-not-inc,Doctorate,Married,Prof-specialty,White,Male,0,0,60,1
42,Private,11th,Married,Machine-op-inspct,White,Male,0,0,40,0
42,Private,9th,Married,Transport-moving,White,Male,0,0,40,0
57,Private,Some-college,Widowed,Tech-support,White,Female,0,0,16,0
27,Private,Bachelors,Married,Tech-support,Asian-Pac-Islander,Male,0,0,40,1
31,Private,10th,Married,Machine-op-inspct,White,Male,0,0,40,0
34,Local-gov,Masters,Separated,Prof-specialty,White,Female,0,0,40,0
55,Self-emp-not-inc,HS-grad,Divorced,Other-service,White,Female,0,0,40,0
56,Private,11th,Married,Machine-op-inspct,White,Male,0,0,40,0
35,State-gov,Some-college,Never-married,Farming-fishing,White,Male,0,0,40,0
28,Private,Masters,Never-married,Prof-specialty,White,Male,0,0,50,0
38,Private,Bachelors,Divorced,Exec-managerial,White,Male,0,0,40,0
30,Self-emp-inc,HS-grad,Married,Handlers-cleaners,White,Male,0,0,60,0
18,Private,Some-college,Never-married,Other-service,White,Female,0,0,20,0
35,Private,Assoc,Married-civ-spouse,Tech-support,White,Male,0,0,40,1
53,Private,HS-grad,Divorced,Other-service,White,Female,0,0,40,0
46,Private,Prof-school,Divorced,Prof-specialty,White,Female,0,0,40,0
45,Private,Some-college,Married,Adm-clerical,White,Male,0,0,40,0
35,Private,10th,Married,Other-service,Asian-Pac-Islander,Male,0,0,60,0
41,Private,HS-grad,Never-married,Adm-clerical,White,Male,0,0,40,0
60,Self-emp-not-inc,HS-grad,Married,Sales,White,Male,0,0,70,1
19,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,0,0,40,0
28,Private,HS-grad,Divorced,Transport-moving,White,Male,0,0,70,0
29,Private,HS-grad,Never-married,Other-service,White,Male,0,0,32,0
35,Self-emp-not-inc,Some-college,Never-married,Craft-repair,White,Male,0,0,40,0
18,Private,HS-grad,Never-married,Adm-clerical,White,Male,0,0,35,0
53,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,40,0
26,Private,Masters,Married,Machine-op-inspct,White,Male,0,0,20,0
55,Private,Some-college,Married,Tech-support,White,Male,0,0,40,1
45,Local-gov,Some-college,Married,Exec-managerial,White,Male,0,0,40,1
28,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,0,0,40,0
32,Private,Bachelors,Married,Exec-managerial,White,Male,0,0,40,1
27,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,40,0
35,Private,HS-grad,Divorced,Craft-repair,White,Female,0,0,40,0
36,Private,HS-grad,Divorced,Handlers-cleaners,White,Female,0,0,37,0
23,Private,Bachelors,Never-married,Sales,White,Male,0,0,20,0
22,Private,12th,Never-married,Transport-moving,White,Male,0,0,40,0
65,Self-emp-inc,Bachelors,Married,Exec-managerial,White,Male,0,0,40,1
25,Private,HS-grad,Never-married,Sales,White,Female,0,0,40,0
31,Private,Some-college,Married,Sales,White,Male,0,0,40,0
50,State-gov,Bachelors,Married,Exec-managerial,White,Male,0,0,40,1
49,State-gov,Some-college,Married,Prof-specialty,White,Male,0,0,50,1
43,Private,Bachelors,Divorced,Exec-managerial,White,Female,0,0,40,0
23,Federal-gov,Some-college,Married,Adm-clerical,White,Female,0,0,40,0
23,Private,Some-college,Divorced,Sales,Black,Female,0,0,40,0
63,Private,10th,Married,Craft-repair,White,Male,0,0,40,0
33,Private,HS-grad,Never-married,Farming-fishing,White,Male,0,0,40,0
51,Self-emp-inc,Bachelors,Divorced,Farming-fishing,White,Male,0,0,50,0
31,Private,HS-grad,Divorced,Craft-repair,White,Male,0,0,45,0
31,Private,Some-college,Never-married,Adm-clerical,Black,Female,0,0,36,0
47,Private,Assoc,Married-civ-spouse,Sales,White,Male,0,0,40,1
54,State-gov,Some-college,Married,Protective-serv,White,Male,0,0,40,1
23,Private,Some-college,Never-married,Sales,White,Male,0,0,40,0
34,Private,HS-grad,Married,Exec-managerial,White,Male,0,0,40,1
46,Private,11th,Married,Other-service,Black,Female,0,0,35,1
34,Private,Assoc,Divorced,Sales,White,Male,0,0,50,1
31,Private,HS-grad,Never-married,Other-service,White,Male,0,0,50,0
41,Private,HS-grad,Married,Tech-support,White,Male,0,0,40,0
27,Self-emp-not-inc,Assoc,Never-married,Prof-specialty,White,Male,0,0,30,0
23,Private,Some-college,Never-married,Craft-repair,White,Male,0,0,40,0
59,Federal-gov,Assoc,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,0
35,Self-emp-not-inc,HS-grad,Married,Transport-moving,Amer-Indian-Eskimo,Male,0,0,40,0
59,Private,HS-grad,Married,Other-service,White,Male,0,0,45,0
47,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,0,0,40,1
51,Self-emp-not-inc,HS-grad,Divorced,Sales,White,Female,0,0,44,0
42,Private,Bachelors,Divorced,Adm-clerical,White,Female,0,0,45,0
29,Federal-gov,Some-college,Married,Adm-clerical,White,Female,0,0,40,0
23,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,45,0
43,Self-emp-not-inc,HS-grad,Married,Craft-repair,White,Male,0,0,60,0
46,Private,Some-college,Married,Exec-managerial,White,Male,0,0,40,0
30,Private,Some-college,Separated,Adm-clerical,White,Female,0,0,40,0
23,Private,Some-college,Never-married,Tech-support,White,Female,0,0,20,0
29,State-gov,Masters,Never-married,Prof-specialty,White,Female,0,0,35,0
33,Private,HS-grad,Divorced,Exec-managerial,White,Female,0,0,45,0
46,Local-gov,Some-college,Divorced,Adm-clerical,White,Female,0,0,45,0
35,Private,Some-college,Married,Adm-clerical,Black,Female,0,0,40,0
25,Private,HS-grad,Separated,Exec-managerial,White,Female,0,0,37,0
35,Private,Bachelors,Married,Sales,White,Male,0,0,40,0
30,Private,7th-8th,Never-married,Machine-op-inspct,White,Male,0,0,42,0
39,Private,Some-college,Married,Other-service,Asian-Pac-Islander,Male,0,0,84,1
37,Private,Some-college,Married,Craft-repair,White,Male,0,0,55,0
22,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,0,0,42,0
25,Private,HS-grad,Married,Transport-moving,White,Male,0,0,60,0
50,Private,HS-grad,Married,Sales,Black,Female,0,0,40,0
33,Private,Assoc,Separated,Prof-specialty,White,Male,0,0,45,0
59,Self-emp-inc,5th-6th,Married,Farming-fishing,White,Male,0,0,40,0
24,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,40,0
41,Private,Bachelors,Married,Sales,White,Male,0,0,55,0
60,Private,Bachelors,Divorced,Exec-managerial,White,Male,0,0,60,0
19,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,0,0,30,0
23,Private,Some-college,Never-married,Craft-repair,White,Male,0,0,40,0
24,Private,Bachelors,Never-married,Prof-specialty,White,Male,0,0,40,0
32,Private,HS-grad,Married,Craft-repair,White,Male,0,0,50,1
27,Private,Bachelors,Married,Sales,White,Male,0,0,45,1
43,Private,Assoc,Never-married,Adm-clerical,White,Female,0,0,55,0
54,Private,Assoc,Widowed,Exec-managerial,White,Female,0,0,40,0
22,Private,HS-grad,Married,Farming-fishing,White,Male,0,0,45,0
29,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,50,0
22,Private,12th,Never-married,Farming-fishing,Amer-Indian-Eskimo,Male,0,0,50,0
37,Private,Bachelors,Married,Sales,White,Male,0,0,50,1
38,Self-emp-not-inc,Doctorate,Married,Prof-specialty,White,Male,0,0,50,1
34,Private,Some-college,Married,Handlers-cleaners,White,Male,0,0,40,0
45,Private,Some-college,Married,Machine-op-inspct,White,Male,0,0,84,1
28,Private,1st-4th,Never-married,Priv-house-serv,White,Female,0,0,40,0
68,Private,Doctorate,Divorced,Prof-specialty,White,Female,0,0,40,0
36,Private,HS-grad,Married,Machine-op-inspct,Asian-Pac-Islander,Male,0,0,40,0
20,Private,9th,Never-married,Other-service,White,Male,0,0,30,0
24,Private,Some-college,Never-married,Craft-repair,White,Female,0,0,45,0
38,Private,Some-college,Divorced,Exec-managerial,White,Female,0,0,40,0
32,Private,Bachelors,Never-married,Exec-managerial,White,Female,0,0,40,0
28,Private,Bachelors,Never-married,Other-service,White,Female,0,0,50,0
32,Private,Prof-school,Married,Prof-specialty,White,Male,0,0,40,1
58,Private,HS-grad,Married,Machine-op-inspct,White,Male,0,0,40,0
38,Private,Some-college,Never-married,Sales,White,Female,0,0,50,0
43,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,40,0
28,Private,12th,Divorced,Farming-fishing,White,Male,0,0,40,0
23,Private,Bachelors,Never-married,Prof-specialty,Asian-Pac-Islander,Female,0,0,20,0
41,Private,Some-college,Married,Craft-repair,Black,Male,0,0,40,0
27,Private,Bachelors,Married,Prof-specialty,White,Male,0,0,40,0
54,Private,7th-8th,Widowed,Other-service,White,Male,0,0,30,0
28,Local-gov,HS-grad,Separated,Transport-moving,White,Female,0,0,25,0
36,Private,HS-grad,Divorced,Craft-repair,White,Male,0,0,30,0
60,Self-emp-not-inc,Some-college,Married,Exec-managerial,White,Male,0,0,40,0
34,State-gov,Masters,Married,Exec-managerial,White,Male,0,0,38,0
27,Private,Some-college,Married,Sales,White,Female,0,0,42,1
60,Private,10th,Married,Sales,White,Male,0,0,40,0
39,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,0,0,40,0
59,Private,12th,Divorced,Transport-moving,Black,Male,0,0,35,0
34,Self-emp-not-inc,Doctorate,Married,Prof-specialty,White,Male,0,0,32,1
36,Private,Assoc,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,0
54,Private,Some-college,Married,Sales,White,Male,0,0,40,1
48,Private,Assoc,Married-civ-spouse,Tech-support,White,Male,0,0,40,1
19,Private,7th-8th,Never-married,Other-service,White,Male,0,0,33,0
40,Private,Prof-school,Married,Prof-specialty,White,Male,0,0,40,1
25,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,45,0
39,Private,Assoc,Separated,Adm-clerical,White,Male,0,0,40,0
34,Self-emp-not-inc,Some-college,Married,Craft-repair,White,Male,0,0,40,0
30,Private,HS-grad,Separated,Other-service,White,Female,0,0,30,0
43,Private,HS-grad,Never-married,Other-service,Black,Female,0,0,24,0
35,Private,Bachelors,Married,Prof-specialty,Asian-Pac-Islander,Male,0,0,40,1
59,Self-emp-not-inc,HS-grad,Married,Farming-fishing,White,Male,0,0,65,1
33,Self-emp-not-inc,HS-grad,Married,Craft-repair,White,Male,0,0,40,0
22,Private,Some-college,Never-married,Handlers-cleaners,White,Male,0,0,50,0
48,Private,HS-grad,Married,Craft-repair,White,Male,0,0,45,0
54,Private,HS-grad,Widowed,Adm-clerical,White,Female,0,0,40,0
49,Private,Some-college,Divorced,Adm-clerical,White,Female,0,0,38,0
37,Private,Bachelors,Never-married,Tech-support,White,Female,0,0,40,0
45,Private,HS-grad,Married,Machine-op-inspct,Black,Male,0,0,40,0
51,Self-emp-inc,Some-college,Separated,Sales,White,Female,0,0,40,0
46,Private,Some-college,Married,Craft-repair,White,Male,0,0,40,0
31,Self-emp-not-inc,Bachelors,Married,Exec-managerial,White,Female,0,0,40,1
39,Private,Some-college,Married,Adm-clerical,Black,Female,0,0,50,1
26,Private,Bachelors,Never-married,Adm-clerical,White,Female,0,0,40,1
31,Private,Masters,Married,Prof-specialty,Asian-Pac-Islander,Male,0,0,6,0
39,Private,HS-grad,Married,Machine-op-inspct,White,Male,0,0,40,1
26,Private,11th,Never-married,Other-service,White,Male,0,0,30,0
25,Private,Bachelors,Married,Tech-support,White,Male,0,0,35,0
49,Private,HS-grad,Divorced,Sales,White,Female,0,0,40,0
53,Private,Bachelors,Never-married,Prof-specialty,White,Female,0,0,45,0
52,Private,Preschool,Married,Machine-op-inspct,White,Male,0,0,40,0
52,Private,HS-grad,Married,Transport-moving,White,Male,0,0,55,0
50,Private,HS-grad,Divorced,Adm-clerical,Black,Male,0,0,40,0
76,Private,7th-8th,Widowed,Protective-serv,White,Male,0,0,30,0
19,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,15,0
25,Private,HS-grad,Married,Transport-moving,White,Male,0,0,40,0
45,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,40,0
34,Private,Assoc,Divorced,Adm-clerical,White,Female,0,0,35,0
20,Private,Some-college,Never-married,Other-service,White,Female,0,0,16,0
27,Private,Some-college,Married,Tech-support,White,Male,0,0,40,0
43,Private,HS-grad,Married,Other-service,White,Male,0,0,60,0
23,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,40,0
37,Federal-gov,Some-college,Divorced,Adm-clerical,Black,Female,0,0,40,0
31,Private,Bachelors,Married,Exec-managerial,White,Male,0,0,40,0
33,State-gov,Some-college,Married,Craft-repair,White,Male,0,0,4,0
28,Private,Assoc,Never-married,Sales,White,Male,0,0,20,0
35,Private,Some-college,Divorced,Adm-clerical,White,Female,0,0,40,0
41,Private,Assoc,Married-civ-spouse,Tech-support,White,Male,0,0,75,1
17,Private,11th,Never-married,Other-service,White,Female,0,0,12,0
41,Local-gov,Bachelors,Married,Prof-specialty,Black,Female,0,0,40,1
44,Private,Assoc,Divorced,Sales,White,Male,0,0,45,0
47,Private,7th-8th,Married,Craft-repair,White,Male,0,0,40,0
24,Private,HS-grad,Never-married,Handlers-cleaners,Black,Male,0,0,40,0
38,Self-emp-not-inc,Assoc,Divorced,Other-service,White,Female,0,0,40,0
34,Private,Some-college,Married,Exec-managerial,Black,Male,0,0,52,0
62,Local-gov,HS-grad,Divorced,Other-service,Black,Female,0,0,35,0
27,Local-gov,HS-grad,Married,Adm-clerical,White,Male,0,0,38,0
59,Private,Some-college,Married,Adm-clerical,White,Female,0,0,40,1
35,Private,Masters,Married,Exec-managerial,White,Male,0,0,40,0
38,Private,HS-grad,Separated,Other-service,Black,Female,0,0,32,0
28,Private,Some-college,Never-married,Other-service,White,Female,0,0,50,0
28,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,38,0
59,State-gov,9th,Married,Transport-moving,White,Male,0,0,40,0
42,Private,Some-college,Separated,Adm-clerical,White,Female,0,0,40,0
54,Local-gov,Masters,Never-married,Prof-specialty,White,Female,0,0,32,1
39,Private,HS-grad,Married,Prof-specialty,White,Male,0,0,45,0
41,Private,Bachelors,Married,Farming-fishing,White,Male,0,0,40,0
43,Private,Bachelors,Divorced,Adm-clerical,White,Female,0,0,40,0
32,Self-emp-inc,Bachelors,Married,Other-service,Asian-Pac-Islander,Male,0,0,50,1
58,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,40,0
43,Private,HS-grad,Divorced,Craft-repair,White,Male,0,0,40,0
31,Private,HS-grad,Divorced,Machine-op-inspct,White,Female,0,0,40,0
51,Local-gov,Masters,Married,Prof-specialty,White,Female,0,0,70,1
54,Private,Bachelors,Never-married,Other-service,Black,Female,0,0,36,0
20,Private,Some-college,Never-married,Machine-op-inspct,White,Male,0,0,70,0
35,Private,Some-college,Married,Sales,White,Male,0,0,40,1
22,Private,HS-grad,Never-married,Other-service,White,Female,0,0,36,0
42,Private,HS-grad,Married,Exec-managerial,White,Male,0,0,40,0
44,State-gov,Masters,Married,Adm-clerical,White,Male,0,0,40,1
28,Self-emp-not-inc,HS-grad,Married,Farming-fishing,White,Male,0,0,70,1
74,Self-emp-inc,Some-college,Married,Exec-managerial,White,Male,0,0,35,1
34,Private,HS-grad,Married,Exec-managerial,Black,Female,0,0,40,0
50,State-gov,HS-grad,Married,Prof-specialty,White,Male,0,0,52,0
50,Private,Assoc,Widowed,Exec-managerial,White,Female,0,0,40,0
43,Private,HS-grad,Married,Handlers-cleaners,White,Male,0,0,40,0
29,Self-emp-not-inc,HS-grad,Married,Craft-repair,White,Male,0,0,40,0
61,Private,HS-grad,Married,Exec-managerial,White,Male,0,0,50,1
21,Private,Some-college,Never-married,Adm-clerical,Asian-Pac-Islander,Female,0,0,40,0
47,Private,Doctorate,Married,Prof-specialty,White,Male,0,0,40,1
33,Private,HS-grad,Married,Craft-repair,White,Male,0,0,40,0
22,Private,HS-grad,Never-married,Sales,Black,Female,0,0,37,0
38,Private,Some-college,Divorced,Adm-clerical,Black,Female,0,0,40,0
45,Private,Some-college,Married,Craft-repair,White,Male,0,0,40,0
42,Private,HS-grad,Married,Machine-op-inspct,White,Male,0,0,45,1
35,Private,Some-college,Never-married,Craft-repair,White,Male,0,0,45,0
21,Private,HS-grad,Never-married,Adm-clerical,White,Female,0,0,40,0
49,State-gov,Assoc,Divorced,Adm-clerical,Black,Female,0,0,44,0
50,Private,Bachelors,Separated,Prof-specialty,Other,Female,0,0,40,0
36,State-gov,Doctorate,Married,Prof-specialty,White,Female,0,0,36,1
20,Private,HS-grad,Never-married,Adm-clerical,White,Male,0,0,20,0
49,Private,HS-grad,Separated,Prof-specialty,Black,Female,0,0,40,0
40,State-gov,Bachelors,Married,Prof-specialty,White,Male,0,0,60,1
22,Private,Some-college,Divorced,Adm-clerical,White,Female,0,0,40,0
67,Private,11th,Widowed,Adm-clerical,White,Female,0,0,20,0
21,Private,Some-college,Never-married,Adm-clerical,Other,Female,0,0,40,0
60,Self-emp-not-inc,HS-grad,Married,Farming-fishing,Amer-Indian-Eskimo,Male,0,0,50,0
17,Private,11th,Never-married,Other-service,White,Female,0,0,12,0
49,State-gov,Bachelors,Married,Exec-managerial,White,Male,0,0,45,1
38,Private,Some-college,Divorced,Craft-repair,White,Male,0,0,40,0
38,Private,HS-grad,Married,Craft-repair,White,Male,0,0,40,0
35,Private,Assoc,Married-civ-spouse,Exec-managerial,White,Male,0,0,99,1
40,Private,Some-college,Never-married,Sales,White,Male,0,0,40,0
40,Private,HS-grad,Married,Transport-moving,White,Male,0,0,60,1
46,State-gov,HS-grad,Divorced,Adm-clerical,White,Female,0,0,40,0
25,Private,Some-college,Married,Adm-clerical,White,Female,0,0,22,0
24,Private,Assoc,Never-married,Handlers-cleaners,White,Male,0,0,48,0
62,Private,HS-grad,Married,Machine-op-inspct,White,Male,0,0,48,0
54,Private,Preschool,Married,Craft-repair,Asian-Pac-Islander,Male,0,0,40,0
23,Private,Bachelors,Married,Adm-clerical,White,Female,0,0,40,0
60,Private,HS-grad,Married,Adm-clerical,White,Female,0,0,40,0
18,Self-emp-inc,HS-grad,Never-married,Farming-fishing,White,Female,0,0,8,0
41,Local-gov,Some-college,Married,Adm-clerical,Black,Female,0,0,40,0
45,Local-gov,Masters,Never-married,Prof-specialty,White,Female,0,0,40,0
62,State-gov,Assoc,Widowed,Exec-managerial,Black,Female,0,0,40,0
28,Private,Bachelors,Married,Tech-support,Black,Female,0,0,40,0
36,Self-emp-inc,Some-college,Married,Exec-managerial,White,Male,0,0,60,1
31,Private,HS-grad,Never-married,Sales,White,Male,0,0,40,0
33,Self-emp-not-inc,HS-grad,Separated,Craft-repair,White,Male,0,0,50,0
62,Self-emp-not-inc,Prof-school,Married,Prof-specialty,White,Male,0,0,16,0
27,Private,7th-8th,Married,Other-service,White,Female,0,0,40,0
42,Federal-gov,Assoc,Divorced,Adm-clerical,Black,Female,0,0,40,1
55,Private,9th,Never-married,Handlers-cleaners,Black,Male,0,0,37,0
41,Private,HS-grad,Never-married,Sales,White,Female,0,0,50,0
45,Private,Some-college,Married,Adm-clerical,White,Female,0,0,40,1
67,Self-emp-not-inc,HS-grad,Widowed,Farming-fishing,White,Male,0,0,65,0
25,Private,Assoc,Married-civ-spouse,Craft-repair,White,Male,0,0,45,0
22,Private,Bachelors,Never-married,Exec-managerial,White,Male,0,0,40,0
19,Private,Some-college,Never-married,Other-service,White,Male,0,0,20,0
26,Private,Bachelors,Never-married,Exec-managerial,White,Female,0,0,45,0
61,Private,HS-grad,Married,Craft-repair,White,Male,0,0,50,0
43,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,40,0
53,Private,HS-grad,Divorced,Priv-house-serv,White,Female,0,0,20,0
53,Federal-gov,Some-college,Divorced,Adm-clerical,White,Male,0,0,45,0
42,Self-emp-inc,12th,Divorced,Craft-repair,White,Male,0,0,10,0
36,Private,HS-grad,Married,Adm-clerical,White,Female,0,0,40,1
55,Self-emp-not-inc,Bachelors,Married,Exec-managerial,White,Male,0,0,99,0
17,Private,11th,Never-married,Sales,White,Female,0,0,16,0
55,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,White,Female,0,0,35,0
36,Private,HS-grad,Married,Exec-managerial,White,Male,0,0,40,0
40,Local-gov,Masters,Married,Prof-specialty,White,Female,0,0,40,1
54,Self-emp-not-inc,10th,Divorced,Other-service,Black,Female,0,0,10,0
45,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,White,Male,0,0,45,0
48,Private,Some-college,Married,Tech-support,White,Male,0,0,40,1
40,Local-gov,Prof-school,Never-married,Exec-managerial,White,Male,0,0,60,1
31,Private,Bachelors,Married,Prof-specialty,White,Male,0,0,50,0
26,Private,Bachelors,Never-married,Adm-clerical,Asian-Pac-Islander,Male,0,0,40,0
19,Private,HS-grad,Never-married,Adm-clerical,Other,Female,0,0,25,0
31,Federal-gov,Assoc,Married-civ-spouse,Craft-repair,White,Male,0,0,40,0
34,Private,HS-grad,Never-married,Prof-specialty,White,Female,0,0,30,0
55,Local-gov,Masters,Married,Exec-managerial,White,Male,0,0,55,1
38,Private,Some-college,Married,Craft-repair,White,Male,0,0,40,0
21,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,20,0
27,Private,7th-8th,Married,Craft-repair,White,Male,0,0,40,0
35,Private,HS-grad,Separated,Other-service,Black,Male,0,0,40,0
20,Private,Some-college,Never-married,Adm-clerical,Other,Female,0,0,20,0
24,Self-emp-not-inc,Assoc,Never-married,Other-service,White,Female,0,0,38,0
18,Federal-gov,11th,Never-married,Machine-op-inspct,White,Male,0,0,4,0
28,Local-gov,Some-college,Married,Adm-clerical,White,Female,0,0,40,0
36,Private,HS-grad,Divorced,Transport-moving,White,Female,0,0,40,0
19,Private,Some-college,Never-married,Other-service,White,Female,0,0,15,0
59,Self-emp-not-inc,10th,Married,Exec-managerial,White,Female,0,0,36,0
33,Private,HS-grad,Married,Transport-moving,White,Male,0,0,46,0
28,Private,7th-8th,Separated,Handlers-cleaners,White,Male,0,0,40,0
41,Private,Some-college,Divorced,Adm-clerical,White,Female,0,0,55,0
30,Private,11th,Married,Craft-repair,White,Male,0,0,45,0
59,Private,HS-grad,Married,Craft-repair,White,Male,0,0,40,0
42,Private,Bachelors,Married,Sales,White,Male,0,0,60,0
29,Private,10th,Married,Adm-clerical,White,Female,0,0,40,0
60,Private,Some-college,Married,Machine-op-inspct,White,Male,0,0,50,1
41,Private,7th-8th,Married,Exec-managerial,White,Male,0,0,60,0
32,Private,Some-college,Divorced,Sales,White,Female,0,0,30,0
20,Private,HS-grad,Never-married,Sales,White,Female,0,0,30,0
49,Private,Masters,Married,Sales,White,Male,0,0,40,1
36,Local-gov,Bachelors,Never-married,Prof-specialty,White,Male,0,0,40,0
33,State-gov,Some-college,Divorced,Adm-clerical,White,Female,0,0,45,0
25,Private,Some-college,Never-married,Other-service,Asian-Pac-Islander,Female,0,0,34,0
40,Local-gov,Assoc,Married-civ-spouse,Protective-serv,White,Male,0,0,40,0
48,Private,HS-grad,Married,Transport-moving,White,Male,0,0,44,0
51,Private,Some-college,Married,Handlers-cleaners,White,Male,0,0,50,0
22,Private,Assoc,Never-married,Handlers-cleaners,Black,Male,0,0,20,0
34,Private,Some-college,Married,Prof-specialty,Black,Male,0,0,50,0
22,Private,10th,Married,Sales,White,Female,0,0,40,0
56,Private,HS-grad,Divorced,Other-service,White,Male,0,0,40,0
36,Private,Bachelors,Never-married,Other-service,White,Female,0,0,40,0
18,Private,Some-college,Never-married,Sales,White,Female,0,0,20,0
26,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,White,Male,0,0,50,0
48,Private,HS-grad,Married,Exec-managerial,White,Male,0,0,50,0
35,Self-emp-not-inc,HS-grad,Married,Exec-managerial,White,Male,0,0,40,0
29,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,40,0
47,Private,HS-grad,Married,Craft-repair,White,Male,0,0,40,1
21,Private,Assoc,Married-civ-spouse,Adm-clerical,White,Female,0,0,12,0
28,Private,Some-college,Never-married,Sales,White,Female,0,0,50,0
53,Private,Some-college,Married,Transport-moving,White,Male,0,0,40,1
65,Federal-gov,HS-grad,Divorced,Adm-clerical,White,Female,0,0,40,0
26,Private,Some-college,Married,Adm-clerical,White,Female,0,0,40,0
26,Private,HS-grad,Married,Craft-repair,White,Male,0,0,50,0
70,Private,HS-grad,Married,Prof-specialty,White,Male,0,0,20,0
55,Private,Some-college,Divorced,Machine-op-inspct,White,Male,0,0,40,0
27,Federal-gov,Bachelors,Never-married,Transport-moving,White,Male,0,0,35,0
31,Private,Some-college,Married,Exec-managerial,White,Male,0,0,40,1
24,Private,11th,Married,Craft-repair,White,Male,0,0,40,0
22,Private,7th-8th,Never-married,Other-service,White,Female,0,0,40,0
26,Private,HS-grad,Never-married,Craft-repair,Black,Female,0,0,40,0
23,Private,10th,Never-married,Craft-repair,White,Female,0,0,40,0
41,Self-emp-not-inc,HS-grad,Married,Farming-fishing,White,Male,0,0,60,0
52,Private,Masters,Married,Sales,White,Male,0,0,40,0
41,Self-emp-not-inc,HS-grad,Married,Farming-fishing,White,Female,0,0,40,0
59,Self-emp-not-inc,10th,Married,Farming-fishing,White,Male,0,0,40,0
65,Private,Bachelors,Married,Exec-managerial,White,Male,0,0,40,1
24,Local-gov,Bachelors,Never-married,Prof-specialty,Asian-Pac-Islander,Male,0,0,40,0
31,Private,Some-college,Married,Handlers-cleaners,White,Male,0,0,45,0
