age,workclass,education,marital.status,hours.per.week,sex,race,income
28,Local-gov,Bachelors,Married,40,Female,White,0
31,Self-emp-not-inc,HS-grad,Married,45,Male,White,0
41,Private,Some-college,Never-married,55,Female,White,0
37,Private,9th,Never-married,32,Female,White,0
50,Private,11th,Divorced,40,Male,Black,0
35,Private,Bachelors,Married,50,Male,White,1
35,Local-gov,Masters,Married,40,Female,White,1
61,Private,Bachelors,Married,40,Female,White,0
66,State-gov,Masters,Married,60,Male,White,1
33,Private,Some-college,Never-married,25,Female,Black,0
36,Private,Bachelors,Divorced,40,Female,White,1
30,Federal-gov,Prof-school,Married,55,Male,White,1
31,Local-gov,Prof-school,Married,50,Female,White,1
55,Private,Bachelors,Divorced,40,Female,White,1
29,Private,Assoc,Married,40,Female,White,0
73,Private,Some-college,Married,20,Male,White,1
60,Private,Masters,Married,40,Female,White,1
71,Self-emp-not-inc,Prof-school,Married,40,Male,White,1
56,Local-gov,Masters,Married,40,Female,White,1
49,Private,Some-college,Married,45,Male,White,1
49,Federal-gov,HS-grad,Married,46,Female,White,1
23,Private,HS-grad,Never-married,50,Male,White,0
21,Private,Some-college,Never-married,20,Female,White,0
23,Private,12th,Married,50,Male,White,1
22,Private,Some-college,Married,40,Female,White,0
22,Private,HS-grad,Never-married,25,Female,White,0
21,Private,HS-grad,Never-married,25,Female,White,0
41,Private,HS-grad,Married,60,Male,White,0
33,Private,Bachelors,Married,40,Female,White,0
54,Private,Some-college,Married,40,Male,White,1
46,Private,HS-grad,Married,48,Male,White,0
45,Private,10th,Married,35,Female,White,0
60,Private,Bachelors,Married,35,Female,White,0
39,Private,HS-grad,Married,40,Male,White,0
75,State-gov,Doctorate,Widowed,56,Female,White,1
43,State-gov,HS-grad,Married,28,Female,White,0
45,State-gov,HS-grad,Married,40,Male,White,0
17,Private,12th,Never-married,20,Male,Black,0
44,Self-emp-inc,Prof-school,Married,35,Female,White,1
32,Private,10th,Married,40,Male,White,0
40,Private,HS-grad,Never-married,40,Female,Black,0
21,Private,Some-college,Never-married,6,Male,Black,0
63,Self-emp-not-inc,Assoc,Married,17,Female,White,1
31,Private,Some-college,Never-married,20,Female,Black,0
56,Private,HS-grad,Divorced,40,Female,White,0
56,Private,Assoc,Married,12,Female,Black,0
46,Private,Assoc,Divorced,84,Male,Other,1
63,Self-emp-not-inc,HS-grad,Married,45,Male,White,1
60,Private,Assoc,Married,40,Female,White,0
61,Self-emp-not-inc,HS-grad,Married,40,Male,White,0
57,Local-gov,Some-college,Separated,40,Male,Black,0
31,Private,HS-grad,Never-married,30,Male,Black,0
43,Private,Assoc,Married,40,Female,White,1
45,Local-gov,Some-college,Married,40,Male,White,0
21,Private,Some-college,Never-married,30,Male,White,0
35,State-gov,Assoc,Divorced,40,Female,White,0
57,Private,Some-college,Married,40,Male,White,0
54,Private,HS-grad,Married,65,Male,White,1
45,Private,HS-grad,Married,40,Female,White,1
62,Private,Some-college,Divorced,40,Male,Black,0
29,Private,HS-grad,Never-married,36,Female,Black,0
65,Private,Some-college,Married,40,Male,White,1
61,Private,HS-grad,Married,30,Female,White,0
47,Private,Bachelors,Married,25,Female,White,0
50,Self-emp-inc,Prof-school,Married,32,Male,White,1
17,Private,11th,Never-married,5,Female,White,0
17,Local-gov,10th,Never-married,4,Female,White,0
17,Local-gov,10th,Never-married,4,Female,White,0
75,Private,Bachelors,Married,25,Male,White,0
51,Private,HS-grad,Divorced,40,Male,Black,1
60,Private,Assoc,Married,50,Male,White,1
58,Local-gov,HS-grad,Married,38,Female,White,0
35,Federal-gov,HS-grad,Never-married,40,Male,White,0
21,Private,HS-grad,Never-married,30,Female,White,0
61,Private,Assoc,Divorced,50,Male,White,1
28,Private,Masters,Married,36,Female,White,0
28,Private,Masters,Married,40,Male,White,1
23,Private,Bachelors,Never-married,45,Female,White,0
24,Private,Some-college,Never-married,40,Male,White,0
33,Private,Some-college,Married,40,Male,Black,1
30,Private,Bachelors,Married,20,Female,Black,0
29,Private,Bachelors,Married,40,Female,White,0
29,Private,Bachelors,Married,45,Male,White,0
56,Private,Some-college,Married,40,Male,White,0
66,Self-emp-not-inc,HS-grad,Married,30,Male,White,0
63,State-gov,Some-college,Divorced,40,Female,Black,0
34,Private,HS-grad,Never-married,40,Female,Black,0
31,Private,HS-grad,Never-married,40,Male,Black,0
60,Private,HS-grad,Never-married,42,Female,White,0
40,Private,Some-college,Never-married,40,Female,Black,0
18,Private,HS-grad,Never-married,20,Female,Black,0
57,Private,Assoc,Divorced,36,Female,Amer-Indian-Eskimo,0
42,Private,Assoc,Married,40,Male,Black,0
19,Private,Some-college,Never-married,30,Female,White,0
17,Private,HS-grad,Never-married,15,Female,White,0
46,Self-emp-not-inc,Some-college,Married,40,Female,White,0
46,Local-gov,9th,Married,40,Male,White,0
19,Private,Some-college,Never-married,40,Male,White,0
18,Private,11th,Never-married,15,Male,White,0
72,Private,HS-grad,Married,42,Male,White,1
19,Private,HS-grad,Never-married,40,Female,White,0
40,Private,HS-grad,Divorced,40,Female,White,0
48,Private,Some-college,Divorced,40,Male,White,0
38,Local-gov,Some-college,Married,40,Female,Black,0
33,Private,HS-grad,Married,12,Male,Black,0
18,Private,12th,Never-married,30,Male,Black,0
17,Private,11th,Never-married,40,Male,Black,0
42,Federal-gov,Masters,Married,50,Male,White,1
34,Private,HS-grad,Separated,35,Female,White,0
69,Private,HS-grad,Widowed,12,Female,White,0
31,Private,HS-grad,Never-married,35,Female,White,0
55,Private,HS-grad,Widowed,50,Female,White,1
69,Private,HS-grad,Widowed,40,Female,White,0
53,Private,Some-college,Married,50,Male,White,1
50,Private,Assoc,Married,40,Female,White,0
24,Private,Assoc,Married,40,Male,White,0
22,Federal-gov,Some-college,Married,40,Female,White,0
57,Private,HS-grad,Divorced,40,Female,White,1
55,Private,Some-college,Married,40,Male,White,0
48,Federal-gov,Assoc,Married,40,Female,White,1
55,Private,Bachelors,Married,40,Male,White,1
52,Private,Bachelors,Married,40,Female,White,0
21,Private,Assoc,Never-married,25,Male,White,0
57,Private,Some-college,Married,32,Female,White,0
53,Self-emp-not-inc,HS-grad,Married,32,Male,White,0
31,Private,Some-college,Never-married,30,Female,Black,0
38,Private,HS-grad,Divorced,40,Male,White,0
61,Private,12th,Divorced,35,Female,White,0
61,Private,Some-college,Married,35,Male,White,0
60,State-gov,Bachelors,Married,40,Female,Black,0
35,Private,Assoc,Never-married,30,Male,White,0
34,Local-gov,HS-grad,Never-married,40,Male,Black,0
27,Private,Assoc,Married,40,Male,White,0
42,Private,HS-grad,Divorced,40,Female,Black,0
72,Private,HS-grad,Married,20,Male,White,0
67,Private,HS-grad,Married,40,Female,White,0
50,Private,Bachelors,Separated,20,Male,White,0
47,Federal-gov,11th,Divorced,50,Male,White,1
55,Federal-gov,HS-grad,Divorced,40,Male,White,0
18,Private,11th,Never-married,15,Male,White,0
70,Self-emp-inc,Bachelors,Never-married,45,Male,White,1
50,Private,Assoc,Married,45,Female,White,0
61,Private,HS-grad,Married,40,Male,White,0
68,Self-emp-not-inc,Bachelors,Married,5,Female,White,0
69,Private,Bachelors,Married,40,Male,White,1
37,Private,Some-college,Never-married,32,Female,Black,0
52,Private,Masters,Married,50,Male,White,1
22,Private,Some-college,Never-married,20,Male,White,0
49,Local-gov,Prof-school,Married,40,Male,White,1
46,Private,Assoc,Married,40,Female,White,0
17,Local-gov,11th,Never-married,30,Female,White,0
60,Private,HS-grad,Married,30,Male,White,0
57,Private,Assoc,Married,55,Female,White,0
63,Self-emp-not-inc,Some-college,Married,45,Male,White,1
67,Private,HS-grad,Married,30,Female,White,0
50,Private,HS-grad,Married,40,Male,White,0
26,Private,HS-grad,Never-married,40,Female,White,0
62,Self-emp-inc,Doctorate,Married,45,Male,White,1
59,Private,Masters,Married,10,Female,White,0
30,Private,Bachelors,Married,40,Male,White,0
48,Private,Assoc,Married,40,Female,White,0
50,Private,Some-college,Married,40,Male,White,1
21,Private,HS-grad,Never-married,60,Male,White,0
43,Private,HS-grad,Married,40,Male,Black,0
39,Private,HS-grad,Married,43,Female,Black,0
24,Self-emp-not-inc,HS-grad,Never-married,4,Male,Black,0
52,Private,Some-college,Married,50,Male,White,1
41,Private,Assoc,Married,40,Female,White,0
33,Private,HS-grad,Married,55,Male,White,1
46,Private,11th,Separated,40,Female,Black,0
27,Private,HS-grad,Never-married,40,Female,Black,0
25,Private,HS-grad,Never-married,60,Male,Black,0
60,Private,Bachelors,Married,40,Male,White,1
33,Private,9th,Never-married,30,Female,Other,0
30,Federal-gov,Masters,Divorced,40,Male,White,0
37,State-gov,Doctorate,Separated,40,Female,White,1
49,Federal-gov,Assoc,Never-married,50,Female,White,1
54,Private,11th,Never-married,40,Female,Black,0
62,Federal-gov,Some-college,Married,40,Male,White,0
51,Private,Some-college,Married,30,Female,White,0
67,Private,Masters,Married,2,Female,White,0
62,Private,Masters,Married,50,Male,White,1
62,Private,Assoc,Married,7,Female,White,0
85,Private,Prof-school,Married,50,Male,White,1
55,Private,12th,Married,40,Female,Black,0
56,Private,12th,Married,12,Female,Black,0
31,Private,Bachelors,Married,45,Male,White,1
28,Private,Bachelors,Married,40,Female,White,0
60,Private,HS-grad,Married,40,Male,White,0
40,Private,HS-grad,Never-married,45,Male,Black,0
35,Private,HS-grad,Separated,25,Female,White,0
41,Local-gov,11th,Divorced,40,Male,Black,0
59,Private,10th,Divorced,40,Female,Black,0
44,Local-gov,Some-college,Divorced,40,Female,White,0
17,Private,10th,Never-married,20,Female,White,0
43,Private,Some-college,Married,50,Female,White,1
48,Private,Some-college,Married,40,Male,White,0
47,Private,Bachelors,Married,40,Male,White,1
39,Private,Assoc,Married,45,Female,White,0
31,Private,Assoc,Never-married,40,Female,White,0
50,Private,HS-grad,Widowed,60,Male,White,1
25,Private,HS-grad,Never-married,20,Female,White,0
57,Self-emp-not-inc,Bachelors,Married,45,Male,White,1
56,State-gov,Doctorate,Married,40,Female,White,1
36,Private,Assoc,Married,44,Female,White,1
36,Self-emp-inc,Some-college,Married,40,Male,White,0
46,Private,HS-grad,Divorced,50,Male,White,0
55,State-gov,Bachelors,Married,44,Male,Black,1
50,Private,HS-grad,Married,40,Female,Black,0
41,Federal-gov,Doctorate,Married,50,Male,White,1
44,Private,HS-grad,Married,35,Female,White,0
55,Private,Prof-school,Married,40,Female,White,0
69,Private,HS-grad,Married,25,Male,White,1
17,Private,11th,Never-married,15,Male,Black,0
62,Private,Some-college,Married,75,Male,White,0
59,Private,HS-grad,Married,12,Female,White,0
35,Private,Some-college,Never-married,40,Male,White,0
31,Private,HS-grad,Divorced,60,Male,White,1
33,Private,Some-college,Widowed,40,Female,White,0
55,Private,Some-college,Married,40,Male,White,1
35,Private,Some-college,Married,40,Female,White,0
38,Federal-gov,HS-grad,Married,60,Male,White,0
39,Self-emp-not-inc,HS-grad,Divorced,35,Female,White,0
60,Private,HS-grad,Widowed,40,Female,Black,0
55,Private,Prof-school,Married,50,Male,White,1
35,Private,Bachelors,Married,50,Female,White,1
49,State-gov,Bachelors,Married,40,Male,Black,1
47,Local-gov,Masters,Married,40,Female,Black,0
63,Private,HS-grad,Widowed,40,Male,White,1
29,Private,Bachelors,Married,40,Female,White,0
33,Private,Bachelors,Married,40,Male,White,1
36,Private,Assoc,Divorced,40,Female,White,0
78,Self-emp-not-inc,HS-grad,Widowed,10,Female,White,0
62,Federal-gov,Masters,Married,40,Female,White,1
61,Local-gov,Some-college,Married,40,Female,White,0
39,Private,Assoc,Married,32,Female,White,0
41,Private,Some-college,Married,40,Male,White,1
30,Private,Some-college,Married,40,Female,White,0
34,Self-emp-not-inc,Assoc,Married,45,Male,White,0
41,Federal-gov,Some-college,Married,40,Female,Other,0
43,Federal-gov,Assoc,Married,40,Male,White,1
21,Private,HS-grad,Never-married,40,Male,White,0
49,Private,Bachelors,Never-married,40,Female,White,0
44,Private,HS-grad,Married,40,Male,White,0
54,Private,Some-college,Married,25,Female,Black,0
68,Self-emp-inc,Some-college,Widowed,40,Female,White,1
66,Private,10th,Divorced,45,Male,White,0
29,Private,Masters,Never-married,20,Male,Asian-Pac-Islander,0
31,Private,12th,Never-married,50,Male,Asian-Pac-Islander,0
30,Private,Some-college,Never-married,20,Male,Asian-Pac-Islander,0
52,Private,Some-college,Married,25,Female,White,0
49,Private,HS-grad,Married,40,Male,White,0
48,Private,HS-grad,Married,40,Male,White,1
25,Private,HS-grad,Never-married,40,Male,White,0
23,Private,Assoc,Married,32,Male,White,0
24,Private,Assoc,Married,40,Female,White,0
71,Local-gov,Masters,Married,40,Male,Black,1
43,Private,Bachelors,Married,40,Male,Asian-Pac-Islander,1
50,Private,HS-grad,Married,45,Male,White,0
52,Private,Some-college,Divorced,40,Female,Black,0
59,Federal-gov,HS-grad,Married,44,Male,White,1
22,Private,Some-college,Never-married,20,Female,White,0
47,Private,Assoc,Divorced,40,Female,White,0
34,Private,Bachelors,Married,20,Female,White,0
37,Private,Bachelors,Married,50,Male,White,1
17,Private,11th,Never-married,15,Female,White,0
55,Private,Preschool,Married,12,Female,White,0
32,Private,12th,Never-married,35,Female,White,0
22,Private,HS-grad,Married,20,Female,White,0
25,Private,10th,Married,40,Male,White,0
79,Private,Masters,Married,30,Female,White,1
84,Local-gov,Masters,Married,20,Male,White,1
26,State-gov,Assoc,Never-married,40,Female,Black,0
45,Private,HS-grad,Married,40,Male,Black,0
45,Private,HS-grad,Married,40,Female,Black,0
53,Local-gov,HS-grad,Divorced,40,Female,White,1
44,Private,Masters,Married,15,Female,White,0
47,Private,Doctorate,Married,40,Male,White,1
30,Federal-gov,Masters,Married,50,Male,Black,0
22,Private,Some-college,Never-married,48,Male,White,0
20,Local-gov,Some-college,Never-married,40,Female,White,0
47,Private,Some-college,Never-married,40,Female,Black,0
81,Self-emp-not-inc,Some-college,Widowed,4,Female,White,0
69,Private,Some-college,Divorced,40,Female,White,0
62,State-gov,HS-grad,Widowed,10,Female,White,0
61,Private,9th,Married,40,Male,White,0
61,Self-emp-not-inc,Bachelors,Married,40,Male,White,1
60,Private,Prof-school,Married,50,Female,White,1
39,Federal-gov,Masters,Married,40,Male,White,1
31,Local-gov,Bachelors,Divorced,56,Male,White,1
26,Private,HS-grad,Never-married,40,Female,White,0
42,Private,HS-grad,Widowed,30,Female,Other,0
37,Private,HS-grad,Divorced,60,Male,White,0
48,Private,Some-college,Married,40,Male,Black,1
22,Private,Some-college,Never-married,20,Male,Black,0
28,Private,Some-college,Never-married,25,Female,Black,0
26,State-gov,Some-college,Divorced,40,Male,Black,0
42,Private,HS-grad,Never-married,40,Male,Black,0
60,Local-gov,Some-college,Married,50,Female,White,0
31,Private,Some-college,Divorced,45,Male,White,0
48,Private,Some-college,Married,40,Female,White,0
34,Local-gov,Bachelors,Married,40,Female,White,0
36,Private,HS-grad,Married,84,Male,White,0
44,Private,Assoc,Never-married,40,Female,Black,0
25,Private,Bachelors,Never-married,40,Female,Black,0
57,Local-gov,Bachelors,Married,40,Female,White,0
57,Private,Bachelors,Married,40,Male,White,1
30,Self-emp-inc,Bachelors,Divorced,60,Male,White,0
32,Private,Some-college,Married,60,Male,White,1
50,Private,Some-college,Married,30,Female,White,0
57,Federal-gov,Masters,Married,40,Male,White,1
50,Private,Some-college,Never-married,55,Male,White,1
50,Without-pay,Some-college,Divorced,5,Male,Black,0
25,Private,HS-grad,Never-married,60,Male,White,1
27,Private,Some-college,Separated,40,Female,Black,0
49,Private,Some-college,Divorced,37,Male,Black,1
46,Private,Assoc,Married,80,Male,White,1
21,State-gov,HS-grad,Never-married,20,Male,White,0
23,Private,Masters,Never-married,40,Female,White,0
25,Private,Masters,Never-married,45,Female,White,1
34,Federal-gov,Some-college,Married,50,Male,White,1
34,Private,Some-college,Married,40,Female,White,0
48,Private,HS-grad,Divorced,50,Male,White,0
30,Private,HS-grad,Never-married,40,Male,White,0
35,Private,HS-grad,Divorced,15,Male,White,0
56,Private,Bachelors,Married,46,Male,White,0
55,Local-gov,Masters,Married,42,Male,White,1
36,Private,Masters,Married,40,Female,Black,1
41,Private,HS-grad,Married,50,Male,Black,0
41,Federal-gov,Bachelors,Married,40,Male,White,1
20,Private,HS-grad,Married,50,Male,White,0
18,Private,HS-grad,Never-married,30,Male,White,0
49,Private,HS-grad,Divorced,40,Male,White,0
47,Private,HS-grad,Married,30,Female,White,0
48,Private,HS-grad,Married,50,Male,White,1
59,Private,Some-college,Divorced,48,Male,White,0
36,Private,Some-college,Married,60,Male,White,1
33,Private,Bachelors,Married,40,Female,White,0
31,Local-gov,12th,Never-married,50,Female,White,0
63,Private,Some-college,Married,40,Female,White,0
65,Private,HS-grad,Married,30,Male,White,0
26,Private,Bachelors,Never-married,50,Male,White,0
62,Private,Preschool,Divorced,60,Female,Black,0
56,Private,Assoc,Married,40,Male,White,1
55,Federal-gov,Masters,Married,40,Female,White,1
55,Self-emp-inc,9th,Married,50,Male,White,1
35,Private,HS-grad,Married,40,Female,White,0
45,Private,12th,Married,45,Male,White,0
41,Self-emp-not-inc,12th,Divorced,4,Female,White,0
25,Private,Some-college,Never-married,36,Male,White,0
68,Private,HS-grad,Widowed,21,Female,White,0
44,Self-emp-not-inc,Some-college,Divorced,20,Female,White,0
20,Private,Some-college,Never-married,20,Male,Other,0
21,Private,HS-grad,Never-married,40,Male,Other,0
26,Private,12th,Married,40,Male,Other,0
23,Private,12th,Married,40,Female,Other,1
41,Self-emp-not-inc,HS-grad,Married,28,Male,Black,0
25,Private,Some-college,Never-married,40,Female,White,0
26,Private,Bachelors,Never-married,42,Male,White,0
51,Private,12th,Married,40,Male,White,0
50,Private,HS-grad,Never-married,12,Male,Black,0
28,Private,Preschool,Never-married,40,Male,Black,0
49,State-gov,Bachelors,Married,40,Female,White,0
51,Private,HS-grad,Married,40,Male,White,0
18,Private,Some-college,Never-married,30,Female,White,0
38,Private,HS-grad,Married,42,Male,White,1
34,Local-gov,Some-college,Married,36,Female,White,0
19,Private,HS-grad,Never-married,40,Male,Black,0
65,Private,Bachelors,Widowed,40,Female,White,0
55,Private,9th,Never-married,65,Male,White,0
27,State-gov,Bachelors,Married,40,Female,White,0
35,Private,Bachelors,Married,40,Male,Other,0
24,Private,Some-college,Never-married,40,Female,White,0
36,Private,Assoc,Divorced,48,Female,White,0
55,Private,Bachelors,Divorced,55,Female,White,1
43,Private,HS-grad,Never-married,40,Female,Black,0
19,Private,HS-grad,Never-married,40,Female,Black,0
51,Private,Some-college,Married,60,Male,Black,1
43,Private,Some-college,Never-married,35,Male,White,0
52,Private,Bachelors,Never-married,50,Male,White,1
74,Private,HS-grad,Married,27,Female,Black,0
19,Private,HS-grad,Never-married,35,Female,Black,0
33,Self-emp-inc,Some-college,Married,35,Male,White,0
29,Private,Bachelors,Married,20,Female,White,0
49,Private,Some-college,Married,40,Male,White,0
46,Private,Some-college,Married,32,Female,White,0
22,Private,Some-college,Never-married,40,Male,White,1
17,Private,10th,Never-married,20,Female,White,0
59,Private,HS-grad,Divorced,40,Male,White,0
31,Private,HS-grad,Never-married,40,Male,White,0
40,Private,Masters,Divorced,36,Male,Black,1
63,Local-gov,Bachelors,Married,40,Male,White,0
55,Local-gov,Masters,Married,40,Female,White,0
48,Private,HS-grad,Divorced,40,Female,White,0
20,Private,HS-grad,Never-married,48,Male,White,0
52,Private,Some-college,Divorced,40,Male,White,0
59,Private,Bachelors,Never-married,40,Female,Black,0
62,Private,Some-college,Never-married,35,Male,White,0
29,Federal-gov,Bachelors,Married,40,Female,White,1
42,Private,Some-college,Married,40,Female,White,0
29,Private,1st-4th,Never-married,20,Male,White,0
55,Private,Masters,Divorced,50,Female,White,1
66,Private,HS-grad,Married,52,Male,White,0
71,Self-emp-not-inc,HS-grad,Married,30,Female,White,0
42,Private,Bachelors,Married,40,Female,White,0
48,Private,Bachelors,Married,40,Male,White,1
57,Private,Assoc,Divorced,40,Male,White,1
50,Private,Bachelors,Married,40,Male,White,1
52,Private,Bachelors,Married,40,Female,White,1
54,Private,Assoc,Married,35,Female,White,0
48,Private,Bachelors,Married,40,Female,White,0
51,Private,Masters,Married,50,Male,White,1
55,Self-emp-inc,Masters,Married,50,Male,White,1
45,Private,Masters,Married,20,Female,White,0
32,Local-gov,Masters,Never-married,40,Male,White,0
25,Private,Bachelors,Never-married,40,Female,White,0
45,State-gov,HS-grad,Divorced,40,Male,White,0
49,Private,HS-grad,Married,50,Male,Amer-Indian-Eskimo,1
46,Local-gov,Assoc,Married,40,Female,White,0
64,Self-emp-not-inc,HS-grad,Married,40,Female,White,0
67,Self-emp-not-inc,HS-grad,Married,40,Male,White,0
58,Private,Assoc,Divorced,40,Male,White,1
43,Private,Assoc,Never-married,20,Female,Black,0
21,Private,HS-grad,Never-married,8,Female,Black,0
29,Private,Bachelors,Never-married,40,Male,White,0
64,Private,Prof-school,Married,70,Male,White,1
55,Self-emp-not-inc,Some-college,Married,30,Male,White,1
56,Private,Some-college,Married,40,Female,White,0
36,Private,Some-college,Never-married,48,Female,White,0
58,Private,HS-grad,Married,40,Female,White,0
48,Local-gov,HS-grad,Married,42,Male,White,0
23,Private,Assoc,Never-married,27,Female,Black,0
53,Private,HS-grad,Widowed,45,Male,White,0
58,Local-gov,HS-grad,Widowed,40,Female,White,0
59,Private,HS-grad,Married,70,Male,White,0
84,Private,Masters,Married,15,Male,White,0
78,Private,Assoc,Married,9,Female,White,0
67,Self-emp-not-inc,HS-grad,Married,5,Male,White,0
61,Local-gov,HS-grad,Married,40,Male,White,1
59,Private,11th,Married,40,Female,White,0
29,Private,HS-grad,Never-married,40,Male,White,1
62,Private,Some-college,Widowed,40,Female,White,0
29,Without-pay,HS-grad,Never-married,1,Female,White,0
26,Private,HS-grad,Never-married,50,Male,Black,0
48,Private,HS-grad,Married,40,Female,White,0
40,Private,Bachelors,Married,60,Male,White,0
49,Self-emp-inc,Bachelors,Married,32,Female,White,0
50,Private,Bachelors,Married,32,Male,White,1
76,Local-gov,HS-grad,Divorced,50,Male,White,0
52,Federal-gov,Masters,Married,40,Female,White,1
53,Federal-gov,Masters,Married,40,Male,White,1
50,Self-emp-not-inc,12th,Divorced,45,Male,White,1
30,Federal-gov,HS-grad,Never-married,45,Female,White,0
55,Private,Some-college,Divorced,40,Female,White,0
44,Private,Bachelors,Married,65,Male,White,1
37,Private,Some-college,Married,12,Female,White,0
19,Private,HS-grad,Never-married,32,Male,White,0
56,Private,10th,Never-married,48,Male,Black,0
58,Private,Some-college,Divorced,40,Female,White,0
27,State-gov,Prof-school,Never-married,75,Female,Asian-Pac-Islander,0
28,Private,Prof-school,Never-married,70,Male,Asian-Pac-Islander,1
39,Private,Bachelors,Married,45,Male,White,1
39,Private,Some-college,Married,40,Female,White,0
21,Private,Some-college,Never-married,40,Male,White,0
18,Private,Some-college,Never-married,35,Female,White,0
34,Federal-gov,Some-college,Divorced,40,Male,White,0
28,Private,Bachelors,Married,40,Female,White,0
32,Private,Assoc,Married,40,Male,Other,0
27,Private,Assoc,Married,36,Female,White,0
27,Private,Doctorate,Married,80,Male,White,0
28,Private,HS-grad,Never-married,35,Female,Black,0
56,Private,Some-college,Married,45,Male,Black,1
54,Private,HS-grad,Married,40,Female,Black,0
25,Federal-gov,Some-college,Never-married,32,Male,Black,0
42,Private,Assoc,Married,65,Male,White,1
41,Self-emp-not-inc,Bachelors,Married,1,Female,White,0
28,Private,Some-college,Married,40,Female,White,0
31,Private,9th,Married,50,Male,White,0
42,Private,HS-grad,Married,35,Female,White,0
22,Private,9th,Never-married,22,Female,Other,0
20,Private,7th-8th,Never-married,5,Male,White,0
41,Local-gov,Some-college,Married,40,Female,White,0
58,Private,Assoc,Married,40,Male,White,0
17,Private,11th,Never-married,20,Male,White,0
40,Private,Some-college,Married,40,Female,White,0
40,Private,Some-college,Married,32,Male,White,0
20,Self-emp-not-inc,Some-college,Never-married,5,Male,White,0
64,Private,HS-grad,Married,32,Female,Black,0
59,Private,Some-college,Divorced,36,Female,White,0
40,Self-emp-not-inc,Bachelors,Never-married,45,Male,White,0
54,Self-emp-inc,Some-college,Married,35,Female,White,1
62,Private,Bachelors,Married,40,Male,White,1
56,Local-gov,Bachelors,Never-married,35,Female,White,1
66,Local-gov,12th,Widowed,40,Female,Black,0
49,Local-gov,HS-grad,Never-married,40,Female,Black,0
30,Private,Some-college,Married,40,Male,White,1
63,Private,HS-grad,Married,44,Male,White,1
59,Private,HS-grad,Married,30,Female,White,0
56,Private,Masters,Married,40,Female,White,1
60,Private,Masters,Married,40,Male,White,1
41,Private,Some-college,Married,45,Male,White,0
27,Private,Some-college,Married,40,Female,White,0
68,Local-gov,Masters,Married,40,Male,Black,0
71,Local-gov,Some-college,Married,60,Male,White,1
56,Private,Some-college,Married,55,Female,White,1
53,Private,Some-college,Married,60,Male,Black,1
52,Private,Assoc,Married,50,Female,Black,1
28,Private,HS-grad,Never-married,40,Male,Black,0
30,Private,Bachelors,Never-married,40,Male,White,0
28,Private,12th,Never-married,40,Male,White,0
49,Local-gov,Bachelors,Divorced,40,Female,Black,0
57,Private,12th,Married,40,Male,White,0
43,Private,Some-college,Never-married,40,Female,Black,1
40,Private,Masters,Married,32,Female,White,0
40,Private,Prof-school,Married,50,Male,Black,1
42,Private,Some-college,Married,45,Female,White,0
47,Private,HS-grad,Never-married,40,Male,Black,0
62,Federal-gov,Bachelors,Married,40,Male,Black,1
59,Local-gov,HS-grad,Married,32,Female,Black,0
56,Private,Bachelors,Never-married,25,Female,Black,0
33,Private,Some-college,Never-married,30,Male,Black,0
59,State-gov,Bachelors,Married,50,Male,White,1
60,Private,Masters,Married,40,Female,White,0
48,Private,Masters,Married,45,Male,White,1
55,Self-emp-inc,Doctorate,Married,50,Male,White,1
57,Private,Some-college,Divorced,10,Female,White,0
62,Federal-gov,Bachelors,Married,50,Male,White,1
46,Private,Assoc,Married,40,Male,White,0
47,Private,Bachelors,Married,52,Female,White,0
52,Self-emp-inc,HS-grad,Married,40,Male,White,0
68,Self-emp-inc,HS-grad,Married,35,Female,White,0
53,Private,Assoc,Divorced,40,Female,Black,0
42,State-gov,Bachelors,Married,24,Female,White,0
49,Self-emp-inc,Bachelors,Married,50,Male,White,1
33,Private,Bachelors,Never-married,40,Male,White,0
30,Private,Bachelors,Never-married,40,Female,White,0
34,Private,Some-college,Divorced,40,Female,White,1
48,Private,Some-college,Divorced,45,Male,White,1
60,Private,Prof-school,Married,40,Male,White,1
28,Federal-gov,Some-college,Married,60,Male,Black,0
28,Private,Some-college,Married,55,Female,Black,0
58,State-gov,Bachelors,Married,15,Female,White,0
61,State-gov,Masters,Married,30,Male,White,1
28,State-gov,Bachelors,Never-married,12,Male,White,0
25,State-gov,Bachelors,Never-married,30,Female,White,0
47,State-gov,Bachelors,Married,40,Female,White,1
44,Private,Bachelors,Married,60,Male,White,0
42,Private,Bachelors,Married,40,Female,White,0
47,Self-emp-inc,12th,Married,50,Male,White,0
70,Private,HS-grad,Married,39,Male,White,0
69,Private,HS-grad,Married,36,Female,White,0
26,Private,HS-grad,Never-married,28,Male,White,0
28,Private,Some-college,Married,20,Male,White,0
44,Local-gov,Some-college,Married,40,Male,White,1
46,Federal-gov,Some-college,Married,50,Male,White,1
21,Private,Some-college,Married,40,Female,White,0
50,Private,HS-grad,Never-married,46,Male,White,0
46,Local-gov,Bachelors,Married,40,Male,White,0
42,Private,HS-grad,Married,50,Female,White,1
18,Private,11th,Never-married,20,Female,White,0
56,Private,Bachelors,Married,35,Male,White,1
55,Local-gov,Masters,Married,40,Female,White,0
21,Private,Bachelors,Never-married,40,Male,White,0
25,Private,Bachelors,Married,40,Male,White,1
24,Local-gov,Bachelors,Married,36,Female,White,0
33,Federal-gov,Doctorate,Never-married,50,Female,White,1
29,Local-gov,Some-college,Never-married,40,Male,White,0
