age,workclass,education,marital.status,race,sex,hours.per.week,income
42,Federal-gov,Some-college,Divorced,Asian-Pac-Islander,Female,40,0
46,Private,HS-grad,Divorced,White,Female,40,0
55,Private,HS-grad,Married,Asian-Pac-Islander,Male,55,0
57,Private,Bachelors,Married,White,Male,40,1
25,Private,12th,Never-married,White,Male,40,0
43,Private,HS-grad,Married,White,Male,30,0
34,Self-emp-inc,Bachelors,Divorced,White,Male,60,0
27,Local-gov,Bachelors,Divorced,White,Female,40,0
37,Private,Some-college,Never-married,White,Female,40,0
48,Private,Some-college,Divorced,White,Male,45,0
38,Private,HS-grad,Married,White,Male,45,0
37,Private,HS-grad,Divorced,White,Female,37,0
45,Private,HS-grad,Married,White,Male,46,0
56,Private,HS-grad,Married,White,Male,55,1
64,Private,HS-grad,Married,White,Male,40,0
35,Local-gov,Some-college,Divorced,White,Female,38,0
23,Private,HS-grad,Never-married,White,Male,40,0
42,Local-gov,HS-grad,Married,White,Male,90,0
23,Private,Some-college,Never-married,White,Male,30,0
56,Local-gov,HS-grad,Married,White,Male,40,1
21,Private,Some-college,Never-married,White,Male,40,0
29,Private,HS-grad,Never-married,Black,Male,40,0
32,State-gov,Some-college,Married,White,Male,50,0
72,Private,9th,Widowed,Black,Female,20,0
19,Private,Some-college,Never-married,White,Male,25,0
25,Local-gov,Bachelors,Never-married,White,Male,25,0
58,Private,Bachelors,Divorced,White,Female,35,0
24,Private,Bachelors,Never-married,White,Male,40,0
41,Private,Assoc,Married-civ-spouse,White,Female,38,1
40,Private,10th,Married,White,Male,40,1
25,Private,Assoc,Divorced,White,Female,40,0
43,Self-emp-inc,Bachelors,Married,Asian-Pac-Islander,Female,40,1
36,Private,HS-grad,Never-married,White,Male,40,0
41,Private,HS-grad,Married,White,Male,40,0
31,Private,Bachelors,Never-married,White,Female,40,0
22,Private,HS-grad,Never-married,White,Female,40,0
36,Private,Assoc,Married-civ-spouse,White,Male,40,0
42,Private,10th,Married,White,Male,40,0
29,Private,HS-grad,Married,White,Male,60,0
25,Private,HS-grad,Never-married,White,Female,46,0
23,Private,Bachelors,Never-married,White,Male,40,0
34,Private,HS-grad,Separated,Black,Female,20,0
33,Private,Some-college,Married,White,Male,40,0
38,Private,Bachelors,Divorced,White,Female,55,0
39,Private,Assoc,Married-civ-spouse,White,Male,40,0
50,Private,Bachelors,Married,White,Male,40,1
32,Private,Some-college,Never-married,White,Male,30,0
40,Federal-gov,HS-grad,Married,White,Male,40,1
20,Private,HS-grad,Never-married,White,Female,20,0
56,Private,Bachelors,Married,White,Male,50,0
30,Local-gov,Bachelors,Married,White,Male,40,0
39,Private,Some-college,Divorced,White,Female,39,0
25,Private,Assoc,Never-married,White,Male,50,1
33,Private,HS-grad,Married,White,Male,40,1
41,State-gov,Bachelors,Never-married,White,Male,40,0
50,Private,Some-college,Divorced,White,Male,40,0
44,Private,Some-college,Married,White,Male,40,0
27,Private,Bachelors,Never-married,White,Male,40,0
58,Private,5th-6th,Married,White,Male,40,0
25,Private,Some-college,Never-married,White,Male,15,0
31,Private,HS-grad,Married,Amer-Indian-Eskimo,Female,40,0
39,Private,HS-grad,Married,White,Male,50,1
55,Private,Assoc,Married-civ-spouse,White,Male,40,1
22,Private,Assoc,Never-married,White,Female,12,0
44,Private,Assoc,Separated,White,Male,40,0
44,Private,12th,Divorced,White,Female,40,0
61,Private,7th-8th,Married,White,Male,54,0
32,Private,Assoc,Married-civ-spouse,White,Male,40,0
35,Private,Bachelors,Married,White,Male,45,1
28,Private,Some-college,Married,White,Male,40,0
57,Private,Bachelors,Married,Asian-Pac-Islander,Male,40,1
32,Private,Doctorate,Married,White,Male,65,1
46,State-gov,7th-8th,Never-married,Black,Female,40,0
43,Self-emp-inc,HS-grad,Married,White,Male,40,0
62,Local-gov,HS-grad,Divorced,White,Female,35,0
60,State-gov,Masters,Married,Asian-Pac-Islander,Male,38,1
67,Private,HS-grad,Divorced,White,Female,20,0
19,Private,HS-grad,Never-married,Black,Female,30,0
48,Private,10th,Married,White,Male,65,1
19,State-gov,HS-grad,Never-married,White,Female,20,0
19,Private,Some-college,Never-married,White,Female,30,0
43,Private,HS-grad,Divorced,White,Female,40,0
31,Private,Doctorate,Married,White,Female,90,0
65,Private,Some-college,Married,White,Female,45,0
32,Private,HS-grad,Never-married,White,Female,40,0
36,State-gov,Masters,Married,White,Male,40,1
41,Private,HS-grad,Married,White,Male,40,0
27,Private,Some-college,Never-married,White,Male,45,0
75,Self-emp-inc,11th,Never-married,White,Male,50,0
47,Private,HS-grad,Married,White,Male,40,0
31,Private,Some-college,Never-married,White,Male,40,0
40,Private,Masters,Never-married,White,Female,40,1
48,Private,HS-grad,Divorced,White,Female,30,0
36,Local-gov,Bachelors,Never-married,Black,Male,40,0
18,Private,HS-grad,Never-married,White,Male,20,0
33,Private,HS-grad,Never-married,White,Female,40,0
34,Private,Masters,Married,White,Male,40,0
39,State-gov,Assoc,Divorced,White,Female,40,0
20,Private,HS-grad,Never-married,White,Male,35,0
67,Local-gov,Some-college,Divorced,Black,Female,20,0
42,Private,Assoc,Never-married,White,Female,60,0
59,Private,11th,Married,White,Male,40,0
31,Local-gov,HS-grad,Never-married,Black,Male,40,0
47,Private,Some-college,Divorced,White,Female,48,0
68,Private,7th-8th,Married,White,Male,30,0
30,Private,Some-college,Married,White,Male,40,0
34,Private,HS-grad,Never-married,White,Male,60,0
49,Private,7th-8th,Married,White,Male,40,0
38,Private,Some-college,Married,White,Male,40,1
24,Private,Bachelors,Never-married,White,Male,40,0
24,Private,Bachelors,Never-married,White,Female,40,0
21,Private,5th-6th,Married,White,Male,40,0
52,Local-gov,9th,Married,White,Female,40,0
48,Private,HS-grad,Divorced,White,Male,40,0
20,Private,Some-college,Never-married,White,Female,20,0
31,Private,HS-grad,Divorced,White,Female,25,0
30,Private,Some-college,Married,White,Male,50,0
51,Private,HS-grad,Never-married,White,Female,40,0
29,Private,Assoc,Divorced,White,Female,40,0
56,Self-emp-not-inc,Masters,Never-married,White,Male,16,0
46,Private,Bachelors,Separated,White,Female,40,0
29,Private,5th-6th,Never-married,White,Female,40,0
48,Self-emp-not-inc,HS-grad,Married,Asian-Pac-Islander,Male,30,0
34,Self-emp-inc,HS-grad,Divorced,White,Female,50,0
42,Self-emp-not-inc,Assoc,Married-civ-spouse,White,Male,50,0
25,Private,HS-grad,Never-married,White,Female,30,0
47,Private,11th,Divorced,Black,Female,40,0
23,Private,HS-grad,Never-married,White,Male,40,0
43,Local-gov,Assoc,Married-civ-spouse,White,Male,22,0
19,Local-gov,Some-college,Never-married,Black,Female,35,0
22,Private,HS-grad,Never-married,White,Male,40,0
40,Local-gov,Bachelors,Divorced,White,Female,70,0
41,Self-emp-not-inc,Assoc,Married-civ-spouse,White,Male,40,0
42,Private,HS-grad,Married,White,Male,45,0
31,State-gov,Bachelors,Never-married,White,Male,47,0
58,Self-emp-not-inc,HS-grad,Married,White,Male,70,0
36,Private,11th,Widowed,Black,Female,12,0
31,Private,HS-grad,Married,White,Male,65,0
41,Private,HS-grad,Never-married,White,Female,40,0
35,Private,Some-college,Married,White,Male,40,0
28,Private,Bachelors,Never-married,White,Female,15,0
27,Private,12th,Married,White,Male,55,0
17,Private,11th,Never-married,White,Male,40,0
35,Self-emp-not-inc,HS-grad,Divorced,White,Male,50,1
45,Self-emp-not-inc,Some-college,Married,White,Female,99,0
44,Private,Bachelors,Divorced,White,Female,40,0
27,Private,Assoc,Never-married,Asian-Pac-Islander,Female,40,0
51,Private,9th,Married,White,Male,40,0
49,Private,HS-grad,Widowed,White,Female,45,0
64,Self-emp-not-inc,10th,Married,White,Male,10,1
54,Self-emp-not-inc,7th-8th,Divorced,White,Male,45,0
43,Private,HS-grad,Married,Other,Male,40,0
32,Private,HS-grad,Divorced,White,Male,35,0
26,Self-emp-not-inc,HS-grad,Never-married,Asian-Pac-Islander,Male,50,1
37,Private,Bachelors,Married,White,Male,50,1
38,Private,Assoc,Divorced,White,Female,40,0
26,Private,12th,Married,White,Male,40,0
42,Private,HS-grad,Divorced,White,Female,40,0
66,Local-gov,HS-grad,Widowed,Black,Female,40,0
43,Private,HS-grad,Separated,Black,Female,32,0
37,Private,Bachelors,Married,White,Male,45,1
37,Private,10th,Divorced,White,Female,35,0
25,Private,Some-college,Never-married,White,Female,40,0
29,Private,Bachelors,Married,White,Male,50,1
42,State-gov,Masters,Never-married,White,Male,70,0
32,Private,HS-grad,Never-married,White,Male,40,0
42,State-gov,Some-college,Married,White,Male,40,1
41,Self-emp-not-inc,HS-grad,Married,White,Male,50,0
65,Self-emp-inc,HS-grad,Married,White,Male,50,0
32,Private,Some-college,Married,White,Male,50,0
32,Private,HS-grad,Never-married,White,Male,10,0
24,Private,Some-college,Married,White,Male,60,0
51,Federal-gov,HS-grad,Divorced,White,Female,40,0
28,Private,11th,Married,White,Female,35,0
32,Self-emp-inc,Some-college,Married,White,Male,55,1
77,Private,Prof-school,Married,White,Male,40,0
47,Private,HS-grad,Divorced,White,Female,20,0
26,Private,HS-grad,Never-married,White,Male,40,0
20,Private,Some-college,Never-married,White,Male,20,0
57,State-gov,Some-college,Married,Black,Male,35,1
40,Private,Doctorate,Married,White,Male,45,0
50,Private,Masters,Married,White,Male,40,1
19,Private,7th-8th,Married,White,Male,45,0
54,Federal-gov,12th,Married,White,Male,40,0
51,Local-gov,Some-college,Married,White,Male,40,1
51,Local-gov,Bachelors,Married,White,Male,50,1
17,Private,12th,Never-married,White,Female,20,0
32,Private,Bachelors,Never-married,White,Male,40,0
29,Private,Some-college,Married,White,Male,45,0
42,Private,Some-college,Divorced,White,Male,40,0
40,Private,HS-grad,Divorced,White,Female,40,0
27,Private,Some-college,Married,White,Male,40,0
22,State-gov,Bachelors,Never-married,White,Female,20,0
58,Private,11th,Widowed,White,Female,40,0
61,Private,Bachelors,Married,White,Male,45,1
42,Private,Bachelors,Married,Black,Female,35,1
49,Private,Masters,Married,Asian-Pac-Islander,Male,40,0
43,Private,HS-grad,Divorced,Black,Female,40,0
46,Private,Bachelors,Divorced,White,Male,40,1
28,Private,HS-grad,Married,White,Male,45,1
57,Private,Some-college,Married,White,Male,40,0
47,Private,HS-grad,Married,White,Female,38,0
79,Self-emp-not-inc,HS-grad,Married,White,Male,40,0
40,Private,HS-grad,Married,White,Female,45,0
35,Federal-gov,Bachelors,Married,Asian-Pac-Islander,Male,40,0
30,Private,Bachelors,Married,White,Male,60,1
26,Private,10th,Never-married,Black,Male,40,0
48,Private,HS-grad,Married,White,Male,40,0
22,Private,Some-college,Never-married,White,Male,45,0
22,Private,11th,Never-married,White,Female,30,0
50,Private,10th,Separated,Black,Female,47,0
47,Self-emp-not-inc,HS-grad,Married,White,Male,60,0
36,Private,HS-grad,Married,White,Male,50,0
44,Private,Assoc,Married-civ-spouse,White,Male,40,1
73,Private,9th,Widowed,White,Female,9,0
34,Private,Bachelors,Married,White,Male,40,1
37,Private,Some-college,Married,Asian-Pac-Islander,Male,40,0
46,Private,Some-college,Married,White,Female,40,1
29,Private,5th-6th,Married,White,Male,40,0
24,Private,Assoc,Married-civ-spouse,White,Male,40,0
29,State-gov,Some-college,Never-married,White,Male,35,0
18,Private,12th,Never-married,White,Female,20,0
41,Private,Bachelors,Divorced,Black,Female,90,1
59,Private,HS-grad,Married,White,Male,40,1
27,Private,5th-6th,Never-married,White,Male,50,0
50,Private,Assoc,Married-civ-spouse,White,Male,45,0
25,Private,1st-4th,Never-married,White,Male,24,0
42,Private,Bachelors,Divorced,White,Female,45,0
36,Private,Some-college,Married,White,Male,40,0
62,Private,Some-college,Married,White,Male,60,1
71,Private,Assoc,Never-married,White,Female,40,0
38,Private,Bachelors,Divorced,White,Male,55,1
44,Private,HS-grad,Married,Black,Female,40,0
49,Self-emp-not-inc,Some-college,Married,White,Male,60,0
28,Self-emp-not-inc,HS-grad,Married,White,Male,40,0
26,Private,Bachelors,Never-married,White,Female,55,0
18,Private,11th,Never-married,White,Male,12,0
43,Private,Assoc,Married-civ-spouse,White,Male,50,1
23,Private,10th,Never-married,White,Male,44,0
21,Private,Some-college,Never-married,White,Female,35,0
20,Self-emp-not-inc,HS-grad,Never-married,White,Male,40,0
19,Private,Some-college,Never-married,Asian-Pac-Islander,Female,18,0
77,Private,HS-grad,Widowed,White,Female,32,0
32,Private,Assoc,Married-civ-spouse,White,Male,40,0
37,Local-gov,Some-college,Married,White,Male,30,0
29,Self-emp-not-inc,HS-grad,Married,White,Male,45,0
22,Private,Some-college,Never-married,White,Male,40,0
31,Private,HS-grad,Married,White,Male,48,1
59,Self-emp-not-inc,HS-grad,Married,White,Male,60,0
29,Federal-gov,Some-college,Never-married,White,Female,40,1
56,Private,HS-grad,Married,White,Male,50,1
19,Private,Some-college,Never-married,White,Female,20,0
37,Private,HS-grad,Married,White,Male,40,0
58,State-gov,Masters,Married,White,Male,40,1
41,Private,Masters,Married,White,Male,40,1
29,Private,HS-grad,Never-married,White,Male,38,0
38,Self-emp-not-inc,HS-grad,Married,White,Male,50,0
46,Private,HS-grad,Married,White,Female,28,1
42,Private,Masters,Married,White,Female,45,1
29,Private,Some-college,Never-married,White,Female,40,0
29,Private,Assoc,Married-civ-spouse,White,Male,40,0
47,Private,Masters,Divorced,White,Female,40,0
37,Private,11th,Married,White,Male,40,1
39,Private,HS-grad,Married,White,Male,45,0
46,Private,Bachelors,Divorced,Black,Female,35,1
28,Private,Assoc,Married-civ-spouse,White,Male,40,0
36,Private,Some-college,Married,White,Male,56,1
39,Private,HS-grad,Divorced,White,Female,40,0
44,Private,Some-college,Married,White,Male,40,0
60,State-gov,HS-grad,Married,White,Male,40,0
35,Private,Bachelors,Never-married,White,Female,50,1
59,Private,Bachelors,Married,Black,Male,48,1
21,Private,Some-college,Never-married,White,Female,60,0
22,Private,Assoc,Never-married,White,Female,16,0
33,Private,HS-grad,Married,White,Male,45,1
41,Local-gov,Masters,Married,White,Male,60,0
31,Self-emp-not-inc,Assoc,Married-civ-spouse,White,Female,35,1
62,Private,Assoc,Divorced,White,Male,40,0
43,Private,HS-grad,Married,White,Female,35,0
28,Local-gov,Bachelors,Never-married,Black,Female,60,0
42,Private,HS-grad,Separated,White,Female,25,0
23,Private,Bachelors,Never-married,White,Female,40,0
55,Federal-gov,Some-college,Married,White,Male,40,1
19,Private,11th,Never-married,Other,Female,32,0
23,Private,HS-grad,Never-married,White,Male,40,0
41,Private,HS-grad,Divorced,White,Female,50,0
51,Private,HS-grad,Separated,White,Female,40,0
49,Private,HS-grad,Divorced,White,Male,90,0
29,State-gov,Masters,Never-married,Asian-Pac-Islander,Female,20,0
17,Private,11th,Never-married,White,Male,30,0
42,Self-emp-inc,Masters,Married,White,Male,40,1
21,Private,11th,Never-married,White,Female,35,0
26,Private,Some-college,Never-married,White,Male,40,0
24,Private,Some-college,Never-married,White,Male,40,0
30,Private,Bachelors,Married,White,Male,42,1
19,Private,HS-grad,Never-married,White,Male,28,0
65,State-gov,7th-8th,Widowed,White,Female,24,0
52,Self-emp-not-inc,Some-college,Married,White,Male,60,1
17,Private,10th,Never-married,White,Male,20,0
27,Private,HS-grad,Never-married,White,Male,22,0
53,Private,Prof-school,Never-married,White,Female,40,0
24,Private,Bachelors,Never-married,White,Female,40,0
37,Private,Some-college,Married,White,Male,40,1
34,Private,Assoc,Married-civ-spouse,White,Female,18,0
49,Local-gov,HS-grad,Married,White,Male,40,1
86,Private,Masters,Never-married,White,Female,40,0
43,Self-emp-not-inc,11th,Married,White,Male,60,0
47,Private,Some-college,Married,White,Female,35,0
32,Private,HS-grad,Married,White,Male,50,1
30,Self-emp-not-inc,Assoc,Married-civ-spouse,White,Male,60,0
25,Local-gov,HS-grad,Never-married,White,Male,40,0
42,Private,Bachelors,Married,White,Male,40,1
60,Private,Some-college,Married,White,Male,65,0
39,Local-gov,Some-college,Married,White,Male,40,1
26,Private,10th,Never-married,White,Male,55,0
27,Private,Some-college,Never-married,White,Female,40,0
59,Private,Some-college,Divorced,White,Male,40,0
64,State-gov,HS-grad,Married,White,Male,40,0
51,Private,Some-college,Divorced,White,Female,45,1
39,Private,7th-8th,Married,Other,Female,40,0
47,Self-emp-not-inc,Masters,Married,White,Male,40,1
32,Private,Masters,Married,White,Male,60,1
24,Private,Assoc,Married-civ-spouse,White,Female,40,0
23,Private,HS-grad,Never-married,White,Male,30,0
62,Private,HS-grad,Married,White,Male,20,0
35,Self-emp-not-inc,Bachelors,Separated,White,Male,65,0
27,Private,Bachelors,Never-married,Asian-Pac-Islander,Male,40,0
49,Private,Some-college,Divorced,White,Female,35,0
18,Private,10th,Never-married,White,Male,20,0
19,Private,Some-college,Never-married,White,Female,30,0
63,Self-emp-inc,Assoc,Married-civ-spouse,White,Male,40,1
54,Private,HS-grad,Married,Black,Female,40,0
24,Private,Some-college,Married,White,Female,40,1
61,Private,10th,Married,White,Male,50,1
50,Self-emp-inc,HS-grad,Married,White,Male,48,1
36,Private,Bachelors,Married,White,Male,40,1
21,Private,Some-college,Never-married,White,Male,50,0
30,Private,Some-college,Married,White,Male,40,0
33,Private,Some-college,Divorced,Asian-Pac-Islander,Female,52,0
39,Local-gov,HS-grad,Married,White,Male,38,1
42,Private,HS-grad,Married,White,Male,50,1
42,Local-gov,Bachelors,Divorced,White,Male,33,0
29,Private,Bachelors,Married,White,Male,40,0
35,Private,Bachelors,Never-married,White,Male,55,0
23,Private,Some-college,Never-married,White,Female,30,0
28,Private,Some-college,Married,Amer-Indian-Eskimo,Male,60,0
34,Private,HS-grad,Divorced,White,Female,40,0
40,Private,Some-college,Never-married,Black,Female,40,0
67,Self-emp-not-inc,HS-grad,Widowed,White,Female,30,0
49,Private,HS-grad,Married,White,Male,40,0
34,Private,HS-grad,Never-married,White,Female,40,0
25,Private,HS-grad,Never-married,White,Male,40,0
56,Self-emp-not-inc,HS-grad,Married,White,Male,40,0
28,Private,Bachelors,Married,White,Male,40,0
31,Private,Bachelors,Never-married,White,Male,40,0
45,Private,HS-grad,Divorced,White,Female,40,0
39,Self-emp-not-inc,Masters,Never-married,White,Female,50,0
19,Private,HS-grad,Never-married,White,Male,40,0
23,Private,12th,Never-married,White,Male,40,0
23,Private,7th-8th,Never-married,White,Male,40,0
33,Self-emp-not-inc,Prof-school,Married,White,Male,60,1
35,Private,Bachelors,Never-married,Asian-Pac-Islander,Female,50,0
58,Private,HS-grad,Married,White,Male,40,0
61,Private,HS-grad,Married,White,Male,45,1
38,Private,11th,Married,White,Male,40,0
41,Private,Bachelors,Divorced,White,Male,50,1
19,Private,11th,Never-married,White,Male,10,0
22,Private,Some-college,Never-married,White,Male,20,0
59,Private,Assoc,Widowed,White,Female,40,0
31,Private,12th,Married,White,Male,43,0
18,Private,11th,Never-married,White,Male,40,0
20,Private,Some-college,Never-married,White,Female,35,0
28,Private,HS-grad,Never-married,White,Male,60,0
28,Private,Some-college,Never-married,White,Female,30,0
49,Private,Bachelors,Married,White,Male,40,0
38,Local-gov,HS-grad,Married,White,Male,40,1
19,Private,HS-grad,Never-married,White,Male,20,0
41,Private,Some-college,Divorced,Black,Female,24,0
50,Private,Masters,Married,White,Male,65,1
46,Private,Bachelors,Divorced,White,Male,40,0
20,Private,Some-college,Never-married,White,Male,40,0
45,Private,Bachelors,Married,White,Male,60,1
28,Private,Some-college,Never-married,White,Female,50,0
37,Private,Some-college,Married,White,Female,40,0
66,Private,HS-grad,Married,White,Male,40,0
38,Private,Bachelors,Married,White,Female,50,1
25,Private,11th,Never-married,White,Male,45,0
56,Private,Some-college,Widowed,White,Female,38,0
47,Self-emp-not-inc,Masters,Married,White,Male,45,0
55,Self-emp-not-inc,Bachelors,Married,White,Male,40,1
41,State-gov,Assoc,Married-civ-spouse,White,Male,40,0
47,Private,Some-college,Married,White,Male,65,1
41,Private,Bachelors,Married,White,Male,40,0
21,Private,Some-college,Never-married,Other,Female,20,0
52,Private,HS-grad,Never-married,White,Male,40,0
46,Private,11th,Married,White,Male,45,1
35,Self-emp-not-inc,Bachelors,Married,White,Male,40,0
29,Private,HS-grad,Married,White,Female,40,0
35,Private,HS-grad,Separated,White,Male,50,0
46,Private,Bachelors,Married,White,Male,50,1
34,Private,Some-college,Divorced,White,Male,60,0
21,Private,Assoc,Never-married,White,Male,30,0
29,Private,HS-grad,Married,White,Male,60,0
41,Self-emp-inc,Masters,Married,White,Male,60,1
51,Self-emp-not-inc,HS-grad,Married,White,Male,40,0
22,Private,HS-grad,Never-married,White,Female,40,0
47,Private,Bachelors,Never-married,White,Male,40,0
19,Private,HS-grad,Never-married,White,Female,40,0
23,Private,Some-college,Never-married,Black,Male,40,0
49,Private,HS-grad,Married,Black,Male,40,0
58,Self-emp-not-inc,Bachelors,Divorced,White,Female,40,0
41,State-gov,Bachelors,Married,White,Male,50,1
50,Private,Bachelors,Married,White,Male,40,1
77,Private,HS-grad,Widowed,White,Female,10,0
27,Private,Assoc,Married-civ-spouse,White,Male,60,0
29,Self-emp-inc,HS-grad,Married,White,Male,60,0
54,Private,Preschool,Married,Asian-Pac-Islander,Male,40,0
39,State-gov,Some-college,Separated,Black,Female,37,0
32,Private,Some-college,Married,White,Male,50,0
36,Federal-gov,Bachelors,Married,Asian-Pac-Islander,Male,40,0
24,Local-gov,Bachelors,Never-married,White,Female,20,0
32,Self-emp-not-inc,HS-grad,Divorced,White,Male,65,0
26,Private,Bachelors,Never-married,White,Female,40,0
38,Private,Assoc,Married-civ-spouse,White,Male,42,0
31,Private,Some-college,Married,White,Male,40,1
38,Private,HS-grad,Married,White,Male,55,0
50,Private,Some-college,Married,White,Male,40,1
18,Private,11th,Never-married,White,Male,40,0
59,Self-emp-inc,Masters,Married,White,Male,40,0
56,Self-emp-not-inc,Some-college,Married,White,Male,50,1
34,Private,HS-grad,Never-married,White,Male,50,0
32,Private,Bachelors,Married,White,Male,40,0
29,Private,Bachelors,Never-married,White,Male,35,0
42,Private,Bachelors,Married,White,Male,45,1
37,Private,Some-college,Divorced,Black,Female,40,0
36,Private,HS-grad,Divorced,White,Female,40,0
59,Private,Masters,Widowed,White,Female,40,1
52,Local-gov,HS-grad,Married,White,Male,56,1
29,State-gov,HS-grad,Never-married,Asian-Pac-Islander,Male,40,0
39,Private,Some-college,Never-married,White,Male,40,0
43,Private,HS-grad,Married,White,Female,35,0
19,Private,Some-college,Never-married,White,Female,30,0
60,Local-gov,Assoc,Married-civ-spouse,White,Male,60,1
75,Private,Some-college,Widowed,White,Female,8,0
58,Federal-gov,HS-grad,Married,White,Male,70,0
21,State-gov,Masters,Never-married,White,Male,15,0
28,Private,HS-grad,Separated,White,Male,40,0
40,Private,10th,Married,White,Male,40,0
45,Self-emp-not-inc,HS-grad,Married,White,Male,50,0
41,Private,Some-college,Never-married,White,Female,40,0
58,Private,HS-grad,Divorced,White,Female,40,0
26,Private,HS-grad,Married,White,Male,65,0
29,Private,Assoc,Never-married,White,Male,45,0
45,Private,Masters,Never-married,White,Female,40,0
23,Private,Assoc,Never-married,White,Male,40,0
39,State-gov,HS-grad,Divorced,White,Female,40,0
22,Private,HS-grad,Never-married,White,Male,40,0
28,Private,HS-grad,Married,White,Male,40,0
23,Private,Some-college,Never-married,White,Female,25,0
33,Private,HS-grad,Married,Black,Male,35,0
37,Private,Assoc,Married-civ-spouse,White,Male,43,0
19,Private,Some-college,Never-married,White,Female,40,0
35,Private,11th,Married,White,Male,40,0
62,Private,7th-8th,Divorced,White,Female,38,0
25,Private,HS-grad,Never-married,White,Male,40,0
21,Private,HS-grad,Never-married,White,Male,40,0
32,Private,Some-college,Never-married,White,Male,35,0
70,Local-gov,HS-grad,Widowed,White,Female,12,0
57,Private,11th,Married,White,Male,40,0
31,Private,Some-college,Never-married,White,Male,40,0
37,Private,Bachelors,Married,White,Male,60,1
34,Private,HS-grad,Divorced,White,Female,36,0
26,Self-emp-not-inc,Some-college,Married,White,Male,78,0
44,Private,Some-college,Married,White,Male,48,0
66,Private,7th-8th,Married,White,Male,40,0
39,Local-gov,HS-grad,Divorced,White,Female,40,0
31,Private,HS-grad,Married,White,Male,40,1
53,Private,Assoc,Married-civ-spouse,White,Male,40,1
36,Private,HS-grad,Married,White,Female,50,0
61,Private,9th,Married,White,Male,40,0
43,Private,Bachelors,Married,White,Male,40,1
38,Private,Some-college,Married,White,Male,40,0
26,Private,HS-grad,Never-married,White,Male,50,0
27,Private,HS-grad,Married,Amer-Indian-Eskimo,Male,8,0
58,Local-gov,9th,Divorced,White,Female,40,0
37,State-gov,HS-grad,Divorced,White,Female,12,0
56,Private,7th-8th,Married,White,Male,26,0
36,Private,Some-college,Separated,White,Male,60,1
29,Private,HS-grad,Never-married,Black,Male,40,0
28,Private,10th,Never-married,White,Male,30,0
61,Self-emp-not-inc,Doctorate,Married,White,Male,40,1
66,Self-emp-not-inc,9th,Married,White,Male,25,1
21,Private,Assoc,Never-married,White,Female,40,0
26,Private,HS-grad,Widowed,White,Male,40,0
21,Private,Some-college,Never-married,White,Male,50,0
33,Private,HS-grad,Married,White,Male,40,0
33,Private,HS-grad,Divorced,White,Female,32,0
82,Self-emp-inc,7th-8th,Married,White,Male,50,0
34,State-gov,Doctorate,Married,White,Female,50,1
29,Private,Bachelors,Married,White,Male,50,1
19,Private,Some-college,Divorced,White,Female,40,0
57,Self-emp-not-inc,HS-grad,Married,White,Male,1,0
27,Private,Some-college,Never-married,Black,Male,40,0
33,Private,HS-grad,Never-married,White,Male,45,0
43,State-gov,Some-college,Divorced,Black,Male,50,1
72,Federal-gov,Some-college,Widowed,White,Female,16,0
68,Self-emp-not-inc,HS-grad,Married,White,Male,40,0
29,Private,HS-grad,Separated,White,Female,40,0
41,Private,Bachelors,Married,White,Male,60,0
30,Private,HS-grad,Married,White,Male,40,0
54,Private,5th-6th,Married,Black,Female,30,0
41,State-gov,Assoc,Married-civ-spouse,White,Male,35,1
48,Private,HS-grad,Divorced,White,Female,40,0
66,Self-emp-not-inc,7th-8th,Married,White,Male,48,0
25,Self-emp-inc,Bachelors,Never-married,White,Female,50,0
31,Private,Prof-school,Married,White,Male,60,1
43,Self-emp-not-inc,HS-grad,Married,White,Female,40,0
42,Private,Some-college,Never-married,Black,Female,40,0
20,State-gov,HS-grad,Never-married,Other,Male,40,0
40,Private,Bachelors,Married,White,Male,40,1
65,Private,HS-grad,Widowed,White,Female,20,0
53,Private,Bachelors,Married,White,Male,52,1
44,Private,Masters,Married,White,Male,50,1
22,Private,Assoc,Married-civ-spouse,White,Female,40,0
41,Local-gov,Some-college,Divorced,White,Male,20,0
48,Self-emp-not-inc,Assoc,Married-civ-spouse,White,Female,25,1
52,Private,7th-8th,Never-married,White,Female,7,0
45,Self-emp-not-inc,Bachelors,Married,Asian-Pac-Islander,Male,45,1
29,Private,9th,Married,White,Male,40,0
41,Private,Some-college,Divorced,White,Male,21,0
38,Private,Some-college,Divorced,Black,Male,60,0
32,Private,Some-college,Married,White,Female,40,1
37,Private,HS-grad,Married,White,Male,40,0
55,Private,10th,Married,White,Male,40,0
62,Local-gov,HS-grad,Married,White,Male,40,0
48,Private,HS-grad,Married,White,Male,40,0
43,Private,Some-college,Married,White,Male,50,1
25,Private,HS-grad,Never-married,Black,Male,24,0
47,Private,HS-grad,Separated,White,Female,40,0
49,Self-emp-not-inc,Bachelors,Married,White,Male,70,0
55,Private,HS-grad,Married,White,Male,40,0
42,Private,HS-grad,Divorced,White,Female,40,0
40,Private,HS-grad,Divorced,White,Male,40,0
34,Private,Assoc,Married-civ-spouse,White,Male,40,0
38,Private,HS-grad,Separated,White,Female,10,0
39,Private,HS-grad,Married,White,Male,40,1
45,Private,Assoc,Divorced,White,Female,55,0
43,Private,Assoc,Never-married,White,Male,40,0
32,Federal-gov,HS-grad,Never-married,Black,Female,40,0
